Yazar,Ay,Sene,Baslik,Paragraf
Alper Mert,2,2024,Gövde gösterisi,"Boey gitti, Bakambu gitti, sol bek yok, Galatasaray transfer yapamıyor eleştirilerinin altında gidilen Samsun deplasmanında Okan Buruk’un takımı gövde gösterisi yaptı. Gidenler, gitmişti ama kalanlar Galatasaray armasının gücünü, hakkını vererek ortaya koydu.
İlk golde İcardi’nin ön direğe yaptığı koşu ve asistini Nelsson’un gole çevirmesi Florya’da derse iyi çalışıldığını gösterdi. Samsunspor gibi Süper Lig’in direnci yüksek bir takımına karşı ortaya konan futbol ve mücadele gücü, şampiyonluğa olan inancın eseriydi. Barış Alper Yılmaz ülke futbolunun mevcut isimlerinin içinde en önde gelen yıldızı olduğunu ispatladı.
Son dönemde olduğu gibi VAR körlüğü Samsun’da da devam etti. Penaltılar görülmedi. Bu alışkanlık kronik hale gelirse şampiyonluk yarışında adaletsizliğini doğurur. Altında kasıt aranmaya başlar. Hakemlerin algılarla baskı altına alınması sonucunda ortaya çıkan tedirginlikleri, komplo teorileriyle anlamsız yere çekilir.
Galatasaray için VAR körlüğü, takımın eksikleri sorun olmuyor. İnanmış bir grup işini hak ederek icra ederse karşısında kimse duramaz. Gelecek yeni transferleri de düşünürsek Galatasaray kalitesi Süper Lig’in üzerindedir. Bu kalite kendi içinde huzuru korursa şampiyon olmasını kimse engelleyemez."
Alper Mert,3,2024,Montella çok kızmış,"Montella istifa sorusuna çok kızmış! Avusturya’dan 6 gol yersen kimsenin seni alkışlamasını beklemeyeceksin. Adı üzerinde A Milli Takım hepimizin takımı. Ülke, bayrak temsili yapan bir takım başarısız sonuçlar alıyorsa bundan şikayet ederiz hatta bir adım ileri gideriz hesap bile sorarız. Bizim bayrağımızın olduğu yerde başarısız olmaya tahammülümüz yok.
Evet Montella kronik bir hale gelen umutsuzluğun üzerine umut olarak geldi. Kuntz döneminde yarışma kültüründen uzaklaşan, kendine özgü bir oyun karakteri olmayan takıma özgüven yükleyerek yeniden kazanmayı öğretti. İstifa söylemi için erken olabilir ama asla mantıksız değil. Macaristan’ın üzerine 6 gol yiyerek Avusturya’ya da kaybediyorsan ülkemin gazetecileri, vatandaşları mutsuz olup istifa sorusunu sorabilir. Montella kendini futbol tanrısı falan zannetmiyorsa eleştirinin olacağını, gerektiğinde istifa söylemleriyle karşılaşacağını çok iyi biliyordur.
Adana Demirspor’da tarih yazıp A Milli Takım’ın başına geçmediğini de hatırlatmak isterim. Ama Milli Takım’ın sorunu Montella’dan öte oyuncu tercihlerine karıştıkları iddia edilen yöneticiler! Riva’yı dört bir yandan saran siyaset destekli menajerler! Montella duruşu gazetecilere değil milli kadroda gurbetçi ve menajer kontenjanı açanlara göstersin!"
Alper Mert,3,2024,Devlet itibarı,"Futbol için olmaz denilen oldu devlet kurumuna resmen operasyon çekildi! TFF, kuruluşu, işleyişi TBMM tarafından 5894 sayılı kanunla belirlenmiş devlet temsili yapan kurumdur. Bu kurumun içindeki suç içeren olaylar ya da saha dışından içeriye sızma şeklindeki yapılanma organizasyonları devlete yapılan operasyonlardır.
Son olarak Süper Lig hakemleriyle MHK Danışmanı Hugh Dallas ve VAR’dan sorumlu Cem Satman’ın katıldığı toplantının kaydının sızdırılması ciddi bir istihbarat organizasyonunu da deşifre etmiş oldu. Yurtdışı merkezli bir hesaptan sızan görüntüde sadece Galatasaray-Antalyaspor maçındaki bir penaltı pozisyonu yer aldı. Hakem Abdulkadir Bitigen ile VAR Özgür Yankaya’ya yanlış karar verdikleri için fırça atan Dallas’ın başka maçlardaki pozisyonlar için neler konuştuğu kirli eller tarafından servis edilmedi! Geçen sezon meşhur, “Ofsaytımsı” kelimesinin geçtiği Sivas-Galatasaray maçı ile aynı haftaki G.Antep-Beşiktaş maçları dışında hiçbir VAR kaydının açıklanmaması operasyonuna bu defa kayıtların tamamını açıklayan TFF izin vermedi!
Devlet yetkisi ve koruması altındaki bir kurumunun toplantısından haberleşmenin kayda alınmasıyla gizliliğin ihlali suçu işlenmiş olup savcılık operasyonu şart olmuştur. Bu suçu kimin, kimlerle, ne şekilde organize olarak işlediği devlet itibarının korunması adına ortaya çıkarılmak zorundadır. Devletin itibarını hiçe sayarak organizasyon kuranlar devletin tokadını en sert şekilde yemelidir!"
Alper Mert,3,2024,Delikanlı gibi oynadılar,"Ne Fenerbahçe ne de Beşiktaş derbisi bu kadar keyifli değildi. Galatasaray karşısında futbol oynamak için sahaya çıkan bir rakip buldu. Kasımpaşa ve Galatasaray’ın arasındaki mücadele ortaya konan futbol kalitesiyle tam anlamıyla Beyoğlu derbisiydi.
Galatasaray karşısında dersine iyi çalışmış bir Kasımpaşa takımı vardı. Orta sahada yaptığı baskı ve mücadele Galatasaray’ın bütün dengesini bozdu. Ev sahibi ekibin mücadele gücünün üzerine Kerem Demirbay’ın baskı altında yaptığı hatalar ve diğer Kerem’in etkisiz oyunu Kasımpaşa’nın cesaretini arttırıp skor üretmesinin önünü açtı. Orta sahası düşen Galatasaray’ın kanatları Kerem, Zaha değişikliği ile işlemeye başladı. 3-2’lik şok sonrası Galatasaray penaltı ile oyuna yeniden tutundu. İcardi kaçırdığı penaltıyı attığı beraberlik golüyle telafi edince oyunun kaderi değişti.
3-3’lük skor sonrası 10 kişi kalan ve kulübesi büyük takımlara göre yetersiz olan Kasımpaşa oyundaki etkisini kaybetti. Bu dakikadan sonra kadro kalitesi Galatasaray’a galibiyeti getirdi. Ligin lideri karşında cesurca, korkmadan, delikanlı gibi bir futbol ortaya koyan Kasımpaşa’yı ve pes etmeden savaşan Galatasaray’ı tebrik ederim. Kasımpaşa galibiyeti yazılacak şampiyonluk hikâyesinde dönüm noktası olarak yerini alacaktır."
Alper Mert,3,2024,Şampiyonluk modu açıldı,"Bir armanın büyüklüğü kriz yönetiminde ve finallerde aldığı sonuçlarda belli olur. Galatasaray camiası hem kriz yönetiminde hem de finallerde büyüklüğünü fazlasıyla ortaya koyarak mutlu sona ulaşma konusunda oldukça tecrübeli. Kazanmayı bilen camiaya bir de Okan Buruk gibi ‘winner’ bir hoca eşlik edince ortaya Rizespor karşısındaki keyif veren futbol ortaya çıkıyor.
Şampiyonluk kupası kendisini hak edene ve en çok isteyene gelir. Takımını kupaya inandırmak, şampiyonluk motivasyonunu üst seviyeye çekmek Okan Buruk’un uzmanlık alanı desek abartmış olmayız. Çünkü bir takım inanmamış olsa böyle kritik haftalarda 6 gollü galibiyete bu kadar rahat ulaşamaz. Zaten Okan Buruk takımları her zaman geç form tutuyor, sonlara doğru şampiyonluk vitesine çıkıp hızını arttırıyor.
Galatasaray’ın her galibiyetini rakibe, hakeme bağlayanların sahadaki kaliteyle yüzleşmek zorunda kalacakları haftalar başladı. Berkan’dan stoper, Kaan’dan, Barış’tan bek çıkarıp bahane üretmeden bütün zorlukların üstesinden gelen Okan Hoca gerçekten alkışın büyüğünü hak ediyor.
Galatasaray şampiyonluk ‘mod’unu açtı. Olağanüstü bir durum yaşanmazsa bu yolun sonu zafer olur, kupa olur!"
Alper Mert,3,2024,Daha farklı olmalıydı,"Galatasaray, Beşiktaş’ı antrenman temposunda oynayarak mağlup etti. Sarı-kırmızılı oyuncular 1-0 önde başladıkları maçı idare ederek 90 dakikayı tamamladı. Henüz ikinci dakikada Beşiktaş kendi kalesine golü attı. Galatasaray’a sadece skoru korumak kaldı.
Derbi öncesi Zaha ve Oliveira’nın adına sakatlık konan krizleri olmasa Okan Buruk sahayı daha rahat şekilde organize edebilirdi. Beşiktaş cephesinde maçtan önce taraftarların ortaya koyduğu sinerji sahaya yansımamış. Özellikle Beşiktaş yönetimi için derbi sonrası milyonların verildiği Muçi ve Musrati yatırımı tartışılmaya başlayacaktır. Genel anlamda taraftarları için sezonun özür maçı futbolcuları çok etkilememiş. Bu durum Galatasaray’ın en büyük kozu oldu. Ancak haftalardır devam eden skoru koruma hastalığı derbide de kendisini gösterdi. Galatasaray takımı skoru korumak yerine rakip sahada baskıyı arttırarak devam ettirmiş olsaydı skor çok daha farklı bitirebilirdi.
Ancak tartışılacak oyun kalitesinden öte Galatasaray şampiyonluk yolunda altın değerinde bir galibiyet kazandı. Artık iyi oynamanın değil, “Nasıl oynarsan, oyna kazan” haftalarındayız. Galatasaray en stresli maçını kayıpsız geçti. Şampiyonluk yolunda psikolojik üstünlük tamamen Galatasaray’a geçti. Bundan sonra Fenerbahçe için stresli günler başlamış oldu."
Alper Mert,3,2024,Bunun adı ayıp!,"Şampiyonlar Ligi’nden elenirsin normal, Avrupa Ligi’nden elenirsin bir yere kadar normal ama Türkiye Kupası’ndan elenmek ayıptır! Karşında ligin orta sıra takımlarından Karagümrük var. Sahaya yıldız diye aldığın Tete ve Zaha ile çıkmışsın, ortada yıldız performansı olmadığı gibi vasatın bir tık üzerinde bile fayda yok! Tete, Zaha, Ndombele ve Ziyech gibi hayal kırıklığı yaratan transferleri uzun süredir hatırlamıyorum. Keşke bir şans olsa ilk uçakla yollanabilseler.
Okan Buruk, Zaha oynasın diye kurguladığı 10 numarada Kerem Aktürkoğlu’nu oynatma sisteminin aklından çıkarmalı. Geçmişte denedi olmadı üzerine Kerem’in performansı düştü. Zaha buysa hiç oynamasın en azından Kerem’in performansı düşmemiş olur. Kulübede takıma alışması gereken forvet Vinicius varken maça o mevkide Barış’la başlamayı da anlayamadım. “Vinicius da şans bulunca ne oynuyor?” diye sorarsanız, sonuç iç açıcı değil. Galatasaray’dan Torreira, Mertens ve İcardi’yi çıkardığın zaman sahada ne kalite kalıyor ne de galibiyeti getirecek bir oyun!
Bu sezon yapılan transferleri görünce Okan Buruk’a da kızamıyorum. Resmen başarısız transferlerin sonucunda Avrupa ve Türkiye Kupası elden gitti. Yönetim bu konuda sınıfta kaldı."
Alper Mert,4,2024,Devlerin aşkı,"Her maçı forvetler almaz. Bazı maçları stoperler, kaleciler çevirir. Elindeki kaleci bir de Muslera kalitesiyse maça etki etmesi şaşırtan bir durum olmaz. Adana Demirspor deplasmanında kazanılan galibiyetin mimarı yaptığı mucize kurtarışlarla Fernando Muslera oldu!
İlk devrede Adana takımı Galatasaray’ı fazlasıyla rahatsız etti. Ev sahibi ekibin soyunma odasına gol bulamadan gitmesi Galatasaray galibiyetinin habericisi oldu. İkinci yarıda beklenen oldu. Muslera yaptığı kurtarışlarla arkadaşlarını oyunda tutarken bireysel yetenekleriyle Ziyech ve Kerem Demirbay ortaya çıkarak maçı 2-0’a getirdi.
Bu skor sonrası Adana Demirspor’un fiziksel yorgunluğunun üzerine mental yorgunlukta eklendi. İcardi, Adana deplasmanında sahada yoktu. Ama kral, sahada olmayan haliyle bile golünü attı. 3-0’lık skor şampiyonluk yolunda keyif verdi. Komutan Mertens yine çok büyük oynadı.
Şampiyonluk için girilen son düzlükte sonuçları ortaya dev isimler çıkarır. Devler inandıysa onların aşkı da farklı olur. Galatasaray kadrosunda futbol adına dev denecek çok isim var. Bu devlerin aşkı da farklı oluyor. Muslera ayrı, Mertens ayrı, Ziyech ayrı, İcardi ayrı. Saymakla bitmeyen bu dev kalitenin sonucu iyi oynayan Adana Demirspor’a mağlubiyeti yaşattı.
Şampiyonluk sosyal medya algıları, gerçek dışı kurgular ve lafla, sözle gelmez! Galatasaray gibi her hafta devlerinle büyük oynayacaksın. Çenen değil ayakların çalışacak. Böyle olunca yolun sonu kupa oluyor."
Alper Mert,4,2024,Yıldız farkı,"Galatasaray yönetimi saha dışı ve saha içi etkenleri düşünerek geniş ama kaliteli genişlikte bir kadro kurdu. O dönemde bu isimler alınırken,  “O var, bu var” dedik ama hepsinin gerekli olduğunu şampiyonluk haftalarında daha iyi anladık. Örneğin Ziyech belki beklenen, istenen etkinin altında ama Alanyaspor’a öyle imza bir gol attı ki sahadaki varlığı bile rakibi tedirgin ediyor.
Barış Alper’i zaten konuşmaya gerek yok. Açık ara ligin en iyi yerli oyuncusu. Nereye koysan orada şov yapıyor. Zaten ligimizin çok üzerinde bir İcardi var ki attığı gol bunu açıkça ortaya koydu. Köhn geldiği günden bu yana üzerine koyarak devam ediyor. Galatasaray’ın artık gerçekten bir sol beki var. Haftalar önce Mertens şampiyonluk modunu açtı demiştim. İşte geldiği seviye şampiyonluk yürüyüşüne ayrı bir kalite katıyor. Attığı gol ve organizasyon kabiliyeti gerçek yıldız tanımının Mertens olduğunu ortaya koyuyor. İcardi ve Mertens ikilisinin üzerinde bir yıldız etkisi Süper Lig’de hiçbir takımda yok! Adı değil kalitesi, aldığı para değil etkisi yıldız olan isimler şampiyonluğa koşuyor.
Hakemler, TFF, rakip diyerek oyunu saha dışında yaşamak değil saha içine motive olmak yeni bir zaferin habercisi oluyor!"
Alper Mert,4,2024,Bir sağdan iki soldan,"Galatasaray iki farklı devre oynadı. Bunun birinci nedeni oyuncu seçimleriydi. Aurier ilk maçına çıkarken karşısında çalımcı Yusuf Özdemir’i buldu. Sol bek Köhn de süratli Oğuz Aydın’la baş başa kaldı. Hem Yusuf hem de Oğuz sağdan soldan etkili geldi. Nelsson’un ikisi kritik, birisi riskli üç hayati müdahalesi olmasa skor Alanyaspor’a da dönebilirdi. Hücumda Mertens etkindi ancak sağda Barış Alper, solda Kerem Aktürkoğlu çok tepkisizdi. Her şeye karşın Cimbom, ligdeki hakemlerin yarısının vereceği Abdülkerim’in golü iptal edilmese ya da Mertens’in şutu direkten dönmese çok daha rahat oynayacaktı.
İkinci yarıda Okan Buruk hatasından döndü. ‘Kilolu’ Aurier yerini Kaan’a, ‘Casper’ Kerem de Ziyech’e bıraktı. Barış Alper de sola geçti. Galatasaray böylece dirilmiş oldu. Barış, sol kanattan gelip sağ ayakla iki mermi gibi şutla iki gol attı. Ziyech de ilk ciddi topla buluşmasında sağdan sol ayakla topu uzak köşeye bıraktı. Bir sağdan iki soldan üç harika gol, Galatasaray’ı çok da iyi oynamadığı bir gecede galibiyete taşıdı.
Cimbom, hocasının oyunu yaşadığı, yıldızlarının ağırlığını hissettirdiği her maçın favorisidir. Şampiyonluğun da 1 numaralı adayıdır."
Alper Mert,4,2024,Vallahi rezalet billahi rezalet,"Gencecik çocukların arkasına saklanıp kahramanlık hikayesi mi yazdınız? Fenerbahçeli yöneticiler ceza almayacak diye gencecik çocukların gururu ile oynadınız, oyuncak ettiniz. Delikanlı gibi, “Oynamıyoruz” diyerek sahaya çıkmasaydınız. Ayrıca neye karşı duruş sergilediniz? Başkan Ali Koç ve Fenerbahçe yönetimi ortaya iddiaları atıyor altını doldurma kısmı yok. Trabzonspor maçındaki olaylardan en az hasarla kurtuldunuz. Derdiniz nedir? Riyad’a da U19 takımını götürmüştünüz. Ali Koç yönetimi sürekli oynamama, kavga etme derdinde. Her şeyi geçtim. Ligde liderin 2 puanla gerisindesiniz. 200 milyon Euro’luk takımınız var 2 gün arayla maç yapacak güçleri yok mu? Çıkıp oynasaydınız Galatasaray’ı yenip şovunuzu yapsaydınız.
Bu tabloya göre kusura bakmayın ama Fenerbahçe yönetimi Galatasaray’a karşı kupa kaybetmekten korktuğu için resmen bahaneler üretip, senaryo yazmış oldu. İcardi saniyeler içinde golü atınca sahadan apar topar kaçmayı kendinize yakıştırdınız mı?
Galatasaray’a hakaretle, iftiralarla saldırıp size iyi niyet göstermesini mi bekliyordunuz? Siz ağzınıza geleni söyleyip, kafanıza göre işler yapacaksınız herkes size eyvallah mı diyecek! Ne takındığınız tutum. Ne de tavır Fenerbahçe büyüklüğüne yakışmadı. Ülke futbol tarihine bu maç ve tutum yüz karası olarak geçmiştir."
Alper Mert,4,2024,Güle güle Büyükekşi,"Tarihinin en kaotik dönemlerinden birini geçiren Türk futbolu yeni bir döneme giriyor. Yerel seçimlerden sonra ortaya çıkan tablonun ardından Cumhurbaşkanlığı kulislerinde, Mehmet Büyükekşi başkanlığındaki TFF yönetimi ile sağlıklı bir gidişatın zor olduğu görüşleri dile getiriliyor.
Süper Kupa Finali’nin Suudi Arabistan’da oynanmaması, hakemler ile ilgili tartışmalar, sporda şiddet olaylarının artışı ve Fenerbahçe’nin ligden çekilme tartışmaları krizi derinleştirirken, TFF’de liglerin bitimiyle seçim dönemine girmesi ve yönetimin oluşturulmasına kesin gözüyle bakılıyor.
Kulislerde konuşulanlar şöyle: Yeni TFF Başkanı’nın büyük kulüp tecrübesi olacak. Devlet ve siyaset tarafından kabul görecek. Yeni başkan ve ekibi ile TFF’de yerinden oynayan taşların oturtulması ve gerginliği azaltacak şekilde her paydaşın desteğinin alınması gerektiği belirtiliyor. 
Başkanlık için adı geçen en güçlü adaylardan biri Mahmut Özgener; 15 yıl önce 3 Temmuz döneminden önceki TFF Başkanı idi. Geçen dönem AKP’nin İzmir adayı olan Özgener, siyaset ve devlet destekli en güçlü aday.
Ahmet Nur Çebi; hem Trabzonlu olması hem de eski Beşiktaş Başkanı olarak öne çıkan isimlerden biri. Çebi’nin ismi Büyükekşi aday olduğunda da geçmişti. TFF’de başkan olursa adil bir yönetim sergileyeceği düşünülüyor. 
Cemil Kazancı, Beşiktaş’ta etkili bir isim. AKSA Grubu’nun patronu olarak Türkiye’nin en önemli ihracatçılarından biri. Forbes’a göre Türkiye’nin en zengin isimlerinden olan Kazancı’ya özellikle ‘Beylerbeyi grubu’nun çok sıcak baktığı söyleniyor. 
Burak Elmas, eski Galatasaray Başkanı olarak profesyonel kariyerden gelmesi ve TFF’nin kurumsallaşmasına katkı yapabileceği yönüyle gündemde.
Göksel Gümüşdağ, City Grubu ile Başakşehir arasındaki anlaşmadan sonra, yeniden TFF için ismi gündeme gelenlerden. Gümüşdağ eski başkan vekili olarak, 13 yıldır görev yapmamasına rağmen TFF’yi en iyi bilenlerden biri."
Alper Mert,4,2024,Bahane yok icraat var,"Şampiyonluğu final haftalarında en iyi şekilde motive olan kazanır. Teknik ekipler rakip analizlerini en iyi şekilde yapsa bile sonucu teknik, taktikten öte sahadaki oyuncuların şampiyonluk inancı belirler.
Okan Buruk’un takımının inancını Hatay karşısında net olarak gördük. İlk 45 dakikada Galatasaray rakibini sahasına resmen hapsetti. İcardi’nin şut şiddetindeki kafasından gelen erken gol sonrası Galatasaray ataklarına devam etse de özellikle ikinci yarıda skoru koruma içgüdüsü ağır bastı.
Hatay takımı Galatasaray’ın skoru koruma refleksine karşılık ciddi pozisyonlara girdi. Bir golü VAR uyarısıyla iptal olunca Okan Buruk oyuna müdahale ederek rakibini durdurmayı başardı. Galatasaray rakiplerinin aksine sadece işine odaklanmış durumda. Futbolcular şampiyonluk dışında hiçbir gündemle ilgilenmiyor. Galatasaray yönetimi de şampiyonluk kadar değerli Bankalar Birliği’nden çıkmanın son aşaması için canla, başla çalışıyor. Futbolcusu kupa, yönetimi mali özgürlük, camiası arma nöbeti dışında magazinsel hiçbir konuyla ilgilenmeyince ortaya şampiyonluk yolunda inanmış bir aile duruşu çıkıyor. Akılla yapılan planlama sonunda Dursun Özbek yönetiminin başarısızlıkları örtmek için ekstra gündemlere ihtiyacı kalmıyor. Bu durum şampiyonluk motivasyonunu üst düzeye çıkarıyor. Hatay karşısında kazanan bu motivasyon oldu."
Alper Mert,5,2024,"Emek, alın teri, gurur","Galatasaray’ın kazandığı bütün şampiyonluklar çok değerli ama bu sene çok farklı. İftiralar, kurgular, saha dışı planları, açıkça yapılan düşmanlıklar, kurulan ittifaklar bütün zorluklara karşı tek başına mücadele veren Galatasaray camiası. Yöneticileri tehdit edildi. Çalışanları darp edildi. Futbolcularına, teknik direktörüne iftiralar atıldı. Ama Galatasaray takımı bir dakika bile pes etmedi. Başkan Dursun Özbek futbolcularının emeğini çalmaya çalışanlara karşı saha dışında yardımcısı Erden Timur ve yönetim kurulu üyeleriyle resmen kafa tuttu!
Okan Buruk’un kariyer sezonu oldu. İcardi, Mertens, Muslera, Barış Alper Yılmaz, Kerem Aktürkoğlu, Abdülkerim Bardakcı, Kaan Ayhan ve Torreira başta olmak üzere bu gurur dolu şampiyonluk hepsine analarının ak sütü gibi helaldir. Bir haftalık bile olsa Galatasaray’ın finalleri kaybetme ihtimaline tarihi gerçekleri unutarak inanan ülke futbolu bir defa daha gördü ki ortada bir kupa, sahada Galatasaray varsa sonuç değişmez! Çünkü Galatasaray’ın büyüklüğü tek maçlık günlük başarılarla değil kazanılan kupalarla tarihe yazılmıştır.
Emeğin, alın terinin şampiyonu Galatasaray 5. yıldız yolunda aslanlar gibi yürümeye devam ediyor. Galatasaray camiasını yürekten tebrik ederim."
Alper Mert,5,2024,Şampiyon böyle oynamaz,"Galatasaray bir sezon boyunca saha dışı algılarla, tehditlerle mücadele ederek bugünlere geldi. Fenerbahçe maçı sahadaki futbolcular için sezonluk emeğin karşılığı olacaktı. Ama ne o isteği gördük ne de hırsı! Rakibin maçın hemen başında 10 kişi kalmış. Sahaya ısınmaya çıktıklarında bile taraftarını tahrik etmek için her şeyi yapmış. Galatasaray takımının hırs yapmayı geçtim kaleyi bulan doğru düzgün şutu bile yok. Maçın son dakikasına kadar takımının yanında olan taraftarlarınızdan da mı utanmadınız?
Ligin vasat takımlarını yenerek değil bu maçı kazanarak şampiyon olup, tarih yazılır. Okan Buruk ve oyuncuları net olarak sezonun en kötü futbolunu oynadı. Fenerbahçe hak ettiği bir galibiyet aldı. Bu ciddiyetsizliğin ve kötü oyunun hiçbir şekilde bir açıklaması, bahanesi olamaz. Şampiyon takım böyle oynamaz. Oynarsa da şampiyon olamaz. Galatasaray şampiyonluk kutlamasını Konya’ya bıraktı ama bu maçta finali yaşatmamak büyük ayıp olarak tarihe geçti.
Gecenin Galatasaray dışında bir başka kötüsü ve yüz yıllık derbiye yakışmayanı Mert Hakan’dı! Fenerbahçe Mert Hakan’la yeni sözleşme yapacaksa yapsın ülke futbolu da bu senaryo dolu tahriklerden artık kurtulsun.
Okan Buruk ve öğrencileri taraftardan özür dileyecekleri bir final yaşatmalılar!"
Alper Mert,5,2024,Bunun adı alin teri,"Şampiyonluk kolay gelmez. Lafa, söze, algıya kimse, kimseye kupa vermez. Sahada çalışacaksın, koşacaksın, geriye düşsen bile pes etmeyeceksin, rakibinin elinden maçı söküp alacaksın! Galatasaray, Karagümrük karşısında tam olarak şampiyon gibi mücadele etti. Fenerbahçe derbisi öncesinde en kritik mücadelede geriye düştüğü mücadelede stres yaşayıp panik yapmak yerine ayaklarını yere daha sağlam basarak mücadele etti. Defansta Markao gibi fizik olarak güçlü bir stopere karşı Okan Buruk’un, Davinson Sanchez’le maça başlamaması ve sonrasında oyuna geç dahil etmesi maça etki eden en önemli hamleydi.
Sonunda Galatasaray yılmadan, pes etmeden psikolojik üstünlüğü rakibine hiçbir şekilde bırakmadan sahadan istediği sonucu alarak ayrıldı. Galatasaray takım halinde çalıştı, kazandı ama Barış Alper Yılmaz etkisi çok başkaydı. 24. şampiyonluğun hikâyesinde kesinlikle Barış Alper ve Mertens’e özel bir bölüm ayrılmalı. Berkan’da attığı golle, “İyi ki geri geldin” dedirtti.
Okan Buruk ve öğrencileri alın teriyle şampiyonluk yürüyüşüne devam ediyor. Galatasaraylı futbolcular, Fenerbahçe derbisini artık şampiyonluk şölenine çevirmek için elinden geleni yapacaktır. Psikolojik üstünlük kesinlikle Galatasaray’da!"
Alper Mert,5,2024,Ah be Rıdvan Abi!,"Biz gazetecilerin de sizler gibi rutin bir hayatı var. Bu hayatın içinde zengini var, garibanı var, emekçisi var, beyaz yakalısı var. Bu hikaye gazetemizin değerli bir emektarı olan Rıdvan abimize ait.
Rıdvan abi işinde gücünde olan, kalbi temiz, çalışkan karakterlerimizin başında gelir. Gelenekçidir. Yenilikleri sever ama mesafeli yaklaşır. Eski usul adamdır. Anlamadan dinlemeden, akıl süzgecinden geçirmeden hiçbir işe girmez. Kuralları vardır. Disiplinli ve planlı çalışmayı sever. Futbol hatta spor konusuna hep mesafeli olmuştur. Siyasi tartışmalarda heyecanlı olsa da futbol konusuna o kadar uzaktır.
Son dönemde toplumda başlayan ‘borsa modasına’ gelenekçi olmasına rağmen nasıl olduysa Rıdvan abi de bulaştı. “Şaşırdık! Abi emin misin? Orada risk var, sen risk sevmezsin” sorularını sıraladık ama nafile! Abimiz borsanın büyülü dünyasına, üstelik spor kulüplerinin kağıtları aracılığı ile girmişti bir defa.
Gazetemizin koridorunda güvendiği arkadaşlarına spor kulüplerinin borsadaki durumlarını sorup, fikir alışverişinde bulunuyordu. “Yapma!” diyenler oldu. Cesaret verip kulüplerin durumu üzerine yaptıkları yorumlarla destek verenler de oldu. Sonunda Rıdvan abimiz bir kulübümüzün düşen hisselerini fırsat olarak gördü ve yatırımını yaptı.
Sabah güne çorbayla başlayan emekçi abimiz, her gün zarara girdi. Satmaya çalışsa da satış talepleri çok olunca Rıdvan abi bir türlü daha fazla zarar etmekten kendini kurtaramadı. Rıdvan abi ülke futboluna güvenip yatırım yapmanın riskini fazlasıyla yaşadı, yaşamaya devam ediyor.
Borsadaki manipülatörlere Rıdvan abinin hikayesi üzerinden mesaj vermek istiyorum: “Lütfen elinizi zaten zor durumda olan spor kulüplerinin hisselerinden çekin!”"
Alper Mert,5,2024,Şampiyon kalitesi,"Bir yarışı kazanmak için çok çalışmak, planlı olmak ve yaptığın işin hakkını sonuna kadar vermek lazım. Süper Lig’in açık ara en iyi takımı Galatasaray, Sivasspor karşısında yine kalitesini ortaya koydu. Mertens, İcardi, Ziyech, Barış Alper Yılmaz dörtlüsü Sivas zaferinin mimarları oldular.
Galatasaray takımı Süper Lig’in çok üzerinde bir kaliteye sahip. Okan Buruk’un öğrencileri gerçek kimliklerini ortaya koydukları sürece bu ligde Galatasaray’ın bileğini bükecek takım yok. Şampiyonluk için kritik haftalara girildiğinde her maç stresli olur. Sürprize açık olur. Ancak Galatasaray takımı şampiyonluk inancını o kadar net şekilde içinde hissediyor ki sürpriz ihtimali ortadan kalkıyor. Barış Alper servisleriyle maçı çözdü. Ziyech, Mertens ile birlikte Sivasspor’un direncini yok etti. İcardi hangi dakikada ne yapması gerekiyorsa onu yaptı. Gol atması lazımsa golü attı, asist yapması gerekiyorsa asist yaptı.
Galatasaray takımının elde ettiği 6-1’lik skor en yakın rakibi Fenerbahçe’ye, “Bu iş bitti. Şampiyonluk galası derbide olacak” mesajını net olarak verdi. Mayıs ayında zirvede Galatasaray varsa şampiyonun renginin sarı kırmızı olacağı bir defa daha kanıtlanmış oldu. Emeğin ve kalitenin zaferi asla tesadüf değildir!"
