Yazar,Ay,Sene,Baslik,Paragraf
Argun Darici,2,2024,Doludizgin gidiyorlar,"Gaziantep Teknik Direktörü Sumudica haftalardır süren İsmail Kartal hakkındaki gereksiz konuşmaları nedeniyle ciddi gergindi maçta. Rumen hocanın yarattığı bu gerginlikten zararlı çıkan yine kendi takımı oldu. Stres içinde olan Gaziantep’te Maxim penaltıyı kaçırdı. Furkan’ın müthiş bir şutu da direkten döndü. Fenerbahçe oyuncuları stresli olan maçta sinirlerine hakim olarak oynadılar. Özellikle Mert Hakan daha önceki maçlardaki gereksiz ve yapmacık hareketlerini bırakıp oyununu oynayınca takıma çok faydası oldu.
Batshuayi biri penaltıdan 2 golle yine şans bulduğunda yıldızlaştı. Adeta “İlk 11’de oynatın beni” diye bağırıyordu. Tabii ki kulağının üstüne yatan İsmail Kartal duyabilirse bu haykırışı! Fenerbahçe kalesindeki İrfan Can, hem Gaziantep’in haklı kazandığı penaltısını hem de diğer etkili şutlarını kurtarıp Livakovic’e de tehdit olduğunu açıkça gösterdi. Hakem Burak Şeker, genel olarak iyi çıktı bu stresli maçın içinden. Ancak Süper Lig’de atılan penaltıların çoğu maalesef sakat! Zira kuralda “Penaltı vuruşu yapan oyuncu hız almayı tamamladıktan sonra topa vurur gibi yapıp kaleciyi yanıltırsa (hız alırken yanıltmaya izin verilmektedir) hakem vuruşu yapan oyuncuya ihtar verir” yazar ve aleyhe endirekt vuruş verilir. Hakemlerimizin bu maddeyi uygulamadığı kesin!"
Argun Darici,2,2024,Şut mühendisi,"Fenerbahçe’de kaliteli stoper bolluğu yaşanıyor. Serdar, Djiku, Bonucci, Becao, Oosterwolde gibi hiçbir takımda olamayacak kalitede savunmacılar var kadroda. Dün de Çağlar ilk 11’deydi…
Maçta kora kor mücadele vardı. Sergen hoca ile çıkış yapan Antalyaspor deplasmanı, kağıt üzerinde çok zordu, sahada da öyle oldu. Bitirici son pas ve hareketlerden acizdi iki takım da.
İlk yarıda çok top ezip, çok top kaybeden, bencil de oynayan Cengiz ve Tadic Fenerbahçe’nin ilk golünde İsmail Yüksek ile birlikte başroldeydiler. Tadic’in adrese teslim ortasında İsmail’in güzel asistini Cengiz’in mühendislik harikası şutunun gol olması izledi.
İsmail Hoca’dan anladığım takımını rakibe göre bir taktik ve oyun kurarak oynatmıyor. Her maç aynı anlayışla sahaya sürüyor. Rakip iyi top yapıp mücadele edince Fenerbahçeli oyuncular dağılıyor, toplanıp gol pozisyonu bulmada da zorluk çekiyorlar. Kanatlarda bu kez Ferdi ve Mert de iyi çalışmayınca iyice bocaladı Fenerbahçe. Dzeko gol atmayı bırakın, bu kez de gol pozisyonu özürlüydü. Krunic daha çok sorumluk almalı. Yeni transfer Çağlar oldukça dikkatliydi, yerini kaybetmemek ve pozisyon vermemek için aşırı çaba harcadığını gördüm.
Mutlu sona erişmek için çok önemli bir deplasmanı da atlayan Fenerbahçe sona doğru huzurla gidiyor."
Argun Darici,3,2024,Dolar/TL bugün ne kadar?,"Dün düşüş eğiliminde hareket eden dolar/TL, günü yüzde 0,6 azalışla 32,0384'ten tamamladı.
Dolar/TL, yeni güne değer kazancıyla başlamasının ardından saat 10.00 itibarıyla yüzde 0,4 yükselişle 32,1520'den işlem görüyor. Aynı dakikalarda avro/TL yüzde 0,1 yükselişle 34,8740, sterlin/TL yüzde 0,1 düşüşle 40,6480'den satılıyor.
Dolar endeksi ise şu sıralarda yüzde 0,2 artışla 104,2 seviyesinde bulunuyor.
Türkiye Cumhuriyet Merkez Bankası dün politika faizi olan bir hafta vadeli repo ihale faiz oranını 500 baz puan artırarak yüzde 50'ye çıkardı. İngiltere Merkez Bankası faiz oranını yüzde 5,25'te sabit bıraktı. Buna karşın İsviçre Merkez Bankası (SNB) ""sürpriz"" şekilde politika faizini 25 baz puan düşürerek yüzde 1,50'ye indirdi.
Analistler, SNB'nin adımıyla birlikte ABD Merkez Bankasının (Fed) diğer büyük merkez bankalarından daha sonra faiz indirimlerine başlayabileceği endişesinin doların güçlenmesine neden olduğunu, dolar endeksinin dün SNB'nin faiz indiriminin ardından yaklaşık yüzde 1 yükselerek 104,2'ye çıktığını hatırlattı.
Bugün gözlerin Fed Başkanı Jerome Powell'ın konuşmasına çevrildiğini belirten analistler, Powell'ın sözle yönlendirmelerinin varlık fiyatlarının yönü üzerinde etkili olmasının beklendiğini kaydetti.
Bugün yurt dışında Almanya'da Ifo iş dünyası güven endeksinin takip edileceğini belirten analistler, teknik açıdan dolar endeksinde 104 ve 103 puanın destek, 105 ve 106 puan seviyelerinin ise direnç konumunda olduğunu bildirdi.
(AA)"
Argun Darici,3,2024,Uğursuzluk Meler’de mi?,"Hep aynı hakemin başına bir şeyler geliyorsa bir çapanoğlu aranır maalesef…  Geçmişte yöneticilik, psikoloji, futbol bilgisini işin içine katmadan kuralları motamot uyguladığını düşünen bir hakemin yönettiği maçlar yarım kalmıştı, hakemliğini de bitirmişti zamanın MHK’sı. Günümüzün Süper Lig’i, eskinin 1. Lig’i Karadeniz takımlarından birinin maçına, çok koşmasıyla ünlü bir FİFA hakemini, o takımın yöneticileri, ‘Bize uğursuz geliyor, onunla her maçı kaybediyoruz, onu görünce oyuncularımızın bacakları titriyor, oynayamıyorlar’ diyerek istemezlerdi. O zamanki MHK da o hakemi, o takımın maçlarına vermezdi.
Şimdi de Halil Umut Meler’in her maçı bir olay! Ankaragücü maçında  yumruk, tekme, Beşiktaş- Galatasaray derbisinde onay görmeyen kararlar, Trabzonspor-Fenerbahçe maçında 90 dakika içi ve dışı  olaylar. Bunların hepsi de Meler’i mi buluyor! Acaba sebep Meler’in yetersizliği mi? Yoksa bir uğursuzluk mu var Meler’de!
Meler’in durumu zordu! Maçı masa başına bırakmadı, bitirdi, dert oldu! Bitirmese de başka bir dert olur muydu? Yani ne İsa’ya ne Musa’ya yaranabildi!
Galatasaray maçındaki Atilla Karaoğlan’ın sahada bir titrek, sarsak görüntüsü var, hiç güven vermiyor. Beşiktaş maçında Burak Pekkan sanki 80’lik Ajda hakemlik yapsa daha iyi mi olurdu dedirtti. Hızını alamayıp kalecinin dibine kadar koşan Bahattin Şimşek, kendine  kabadayı yürüyüş tarzını şekil yapan Cihan Aydın batırdılar kendilerini. Diğer hakemler ise az hasarlarla kapattılar haftayı."
Argun Darici,3,2024,Zor da olsa Trabzon’dan çıktı,"Mücadelede gücü yüksek, heyecan dolu, stres katsayısı büyük maç oldu. Fenerbahçe takımının iddiasının devam etmesi için maçı almaktan başka çıkar yolu yoktu. Fenerbahçeli oyuncular rakibine alan bırakmadan, topun olduğu yerde çoğalarak oynadılar. Mental olarak da iyi hazırlanmışlardı.
Trabzonspor ilk 15 dakikaya kadar topu pek göremedi. Ancak daha sonra oyunda dengeyi kurdu. Szymanski, Ferdi, Dzeko, Osayi iyi, Tadiç ise çok iyi oynadı. Fred bir başka alem futbolcu. Bu maçta yaptığı güzel işlere iki güzel golü de ekledi. Trabzonspor açık alanda dağınık oynayınca merkezinde oluşan boşluklardan golleri yedi.
Özellikle ikinci yarıda Trabzonsporlu taraftarların tansiyonu çok yüksekti. Seyirci sahayı sulamak istercesine bolca küçük su, plastik bardak yağdırdılar. Hakem Halil Umut Meler de oyunu durdu. Oyun durdukça daha da çok yağdırdı seyirciler suları.
Su bardaklarından ürken Fenerbahçeli oyuncular dağıldılar, mücadele güçlerinden bariz bir şekilde düştüler. Oyunu bırakmayan Trabzonspor mükafatını da aldı. Bardhi frikiken güzel bir gol yaptı. Livakovic’in yediği golde hatası çoktu. Djiku’nun yaptığı acemice harekete penaltı vermekle haklıydı hakem Meler. 88. dakikada Batshuayi, Fenerbahçe’yi Trabzon’dan zaferle çıkardı."
Argun Darici,3,2024,Tur için oynadılar,"Fenerbahçe turu almak için tipik bir kupa maçı oynadı. İlk maçtaki avantajlı skoru korumak için sahaya çıkmıştı. Bu anlamda akıllı da oynadı. Kalesinde yaşadığı tehlikelere İrfan Can Eğribayat ve arkadaşları başarıyla karşılık verdiler. Skor korumanın, skor için oynamaktan daha zor olduğunu bir kez daha gösterdi Fenerbahçeli oyuncular.
İlk 15 dakika sonrasında orta alanı rakibe kaptırdı. Ataklara zorlanarak çıktı. Hücumlarda savunma güvenliğini riske atmamak için çoğalamadı ileride Fenerbahçeli oyuncular. Union SG takımı fizik ve mücadele gücü yüksek oyunculardan kurulu. Bu özelliklerine uygun da oynuyorlar. İlk maçtaki skordan sonra kaybedeceği bir şey olmayınca sürekli gol için disiplinsiz ataklarla cesaretiyle oynayınca Fenerbahçe’ye de mecburen savunma yapmak kaldı. Kaleci İrfan Can’ın ilk yarıda rakibe verdiği pas yürekleri ağızdan getirdiyse de oradan gelen tehlikeli topu kurtaran da yine kendisiydi.
Ferdi ofansta ve savunmada yerden kesici olarak çok başarılı olmasına rağmen yenen gollerin birçoğunda hatasından kaynaklandığını da  İsmail Hoca görmeli artık.
Bu tur maçı,  futbol için ölçü olamaz. Önemli olan turu kazasız geçmekti bunda da başarılı olan Fenerbahçe, Avrupa yollarında da mutlu sona doğru ilerliyor."
Argun Darici,3,2024,TRAJİKOMİK!,"Galatasaray-Rizespor maçında Bahattin Şimşek; FIFA kokartı takmanın anlamını, aşırı koşarak rekor kırmak olduğunu mu zannediyor acaba? Kafasını sürekli çok koşmakla meşgul edince de ikili mücadelelerdeki ihlalleri kaçırıyor. Hataları da ayyuka çıkıyor. Şimşek yazık ediyor kendine; biraz baba sözü dinlemeli!
Fenerbahçe-Pendikspor mücadelesinde Kadir Sağlam’ın hakemliği dram mı, komedi mi? Tam bir trajikomik durum! Sahada uyurgezer durumda; kendinde değil gibi. Düdüğü ağzına götürüyor; çalacak zannediyorsun, çalmıyor. Olmayacak yerde de çalıyor o düdüğü. Daha ilk dakikalarda kale sahası içinde Pendik kalecisinin kullanacağı faulü ceza sahası yayının önünden kullanmasına onay verdiğinde zaten bitmişti! Mert Hakan’ın itirazı ile faulü yerinden attırınca, maçın idaresini de Mert Hakan’a teslim etti Sağlam. Çokça yanlış kararının yanında disiplin ve ciddi otorite zaafiyeti yaşadı. Ayrıca oyunculardan yediği parmağın ve fırçanın haddi hesabı yoktu!
Gaziantep-Beşiktaş karşılaşmasındaki Arda Kardeşler yeterince tecrübeli ama kabiliyeti sınırlı! Anca bu kadar becerebiliyor hakemliği... FIFA kokartının sağladığı güçle nasıl bu kadar zorlanıyor, anlaşılır gibi değil.
Çağdaş Altay, Ali Şansalan, Zorbay Küçük, Mert Güzenge ve Halil Umut Meler iyiydi; çomaklamadılar maçları. Volkan Bayarsalan ve Ümit Öztürk ise vasat altıydılar."
Argun Darici,3,2024,Uyurgezer hakem!,"Fenerbahçe’nin aklı Union SG maçındaydı hala… İsmail Kartal, takımı mental olarak hazırlayamadan çıkarmış sahaya. Pres yapan, mücadele eden Pendikspor’un karşısında ciddi şaşkınlık yaşadı sarı-lacivertliler. Sakin olup oyunlarını oynayacaklarına rakiple ve hakemle oynayınca, telaşlı ve gereksiz aşırı sinir içinde oldular. Bu haliyle normal olarak Fenerbahçe ilk yarıda pozisyon bulamadı rakip kalede. Ayrıca Pendiksporlu oyuncular her mücadelede yere yatıp iyice sinirleri germeyi da ihmal etmediler.
Ferdi hücumda çok iyi ama bilinmeli ki yenen gollerin çoğunda hatası var. Bu maçta da kendisinden boyca küçük arkasındaki Halil’e kafa vurdurdu, golü yedirdi. İsmail Hoca’nın buna çözüm bulması gerekir. Tabii ki yenen bu golde Ferdi kadar o topa çıkmayan kaleci Livakovic’in de hatası büyüktü.
İsmail Kartal Hoca umarım ne yaptığını biliyordur! Teknik direktör oyuncuları ile kedi fare oyunu oynamamalı. Futbolcuların, teknik direktörün kölesi olmadığını bilmesi gerekir ki en yüksek verimi alabilsin İsmail Hoca.
Hakem Kadir Sağlam ise sahaların meşhur uyurgezer hakemi! Önündeki çıplak pozisyona dışarda kararı verdi. VAR uyardı da penaltıyı verebildi. Bu arada Dzeko’dan, Mert Hakan’dan, Serdar Aziz’den bolca fırça ve parmak yedi hakem Sağlam."
Argun Darici,3,2024,Çok değerli galibiyet,"Maç öncesi kağıt üzerinde ürkütücü fizik gücü ve yüksek yüksek temposuyla tehlikeli gözüken Union SG karşısında Fenerbahçe; mücadele gücü yüksek, agresif ve ilk topta rakibinin dönmesine fırsat vermeden, yoğun presle oynadı. Fenerbahçe’nin bu mücadelesi ve oyunu karşısında aciz ve şaşkın kalan Belçika takımında oyuncular ve teknik direktör sinirlerine hakim olamadı.
Görevini fazlasıyla yapan İsmail Yüksek, dinamo gibi çalıştı. Savunmada Djiku hatasızdı. Arkadaşlarının açıklarını da kapatarak cefakarca oynadı Ganalı savunmacı. Fred ve Szymanski ilerde, orta alanda, savunmada, kısaca her yerdeydiler. Oosterwolde stopere geçince yerinde ve risksiz müdahalelerle çok iyiydi. Kendisi hazırlayıp attığı gol ise muazzamdı Oosterwolde’nin.
İsmail Kartal aslında her maçtan önce yapması gerektiğini bu maçta yapmış, rakibi ciddiye almış ve iyi etüt edip öğrencilerini de iyi çalıştırmış. Fenerbahçe oyundan hiç kopmadan, çok dikkatli ve hatasız oynamaya çalıştı, bunu da büyük bölümde başardı.
Batshuayi alışkanlık haline getirdiği Avrupa maçları golünü bu maçta da yaptı. Kupa maçlarında Batshuayi’siz Fenerbahçe düşünülemez oldu. Bence bu çok değerli deplasman galibiyeti İsmail Hoca’ya yazılmalı kesinlikle."
Argun Darici,3,2024,İktidara ulaşan VAR!,"VAR hakemlerinin çoğu, sahada hakemliği becerememiş, hakemlik yeteneği eksik bireylerdir. Sahadaki hakemliklerinde başarısız maçlarından sonra toplum içine çıkamamış, çokça mahcubiyet yaşamışlardır. İnsanların alaycı tavır ve eleştirileriyle karşılaşmışlar, istenmeyen olmuşlar ve bunlarla tarifsiz bir yalnızlık içinde baş etmeye çalışmışlardır. Belki de bu nedenlerle takımlara, basına, diğer hakemlere karşı öç duyguları gelişmiştir! Zira öç alıyorlarmışçasına VAR’da iş yapıyorlar.
VAR’ın hakemleri görüntülere bakmaya davet etmesi gerekirken, çağırmayıp kendilerinin karar vermesi bir tatmin mi acaba? Açıklanan VAR kayıtlarından anladığıma göre, hakemleri ekrana çağırmanın haklı olduğunu kanıtlamak için adeta çırpınıyorlar. Ayrıca VAR, hakeme kendi kararlarını kabul ettirmeye de çalışıyor ve başarılı da oluyor.
VAR’ların bazılarında başarısız hakem geçmişlerinden kaynaklanan aşağılık kompleksleri gelişmiş; ciddi psikolojik sorunlar oluşmuş olabilir.
Sonuçta VAR hakemleri maçlarda komplekslerini tatmin etmenin mutluluğu içinde! Avuçları ovuşturarak bir başka maçı hararetle bekliyor gibiler.
Son derbide Meler, herhalde nasıl olsa yumruk, tekme atamazlar diye düşündü ki, penaltıyı ve kırmızı kartı VAR’a bıraktı. VAR da Meler’i sahaya gömerek, tatminini bir kez daha yaşayarak, iktidara ulaştı adeta!"
Argun Darici,3,2024,Hatay ilaç gibi geldi,"Süper Lig için her türlü yetersiz gözüken Hatayspor karşısında ilk yarıda golleri rahat buldu Kanarya... Soldan önce Dzeko sonra Tadic ortaladı, tamamlayanlar Osayi ve Cengiz oldu. Kendi sahasında oynadığı maçlarda bile hiç bu kadar rahat olamadı sarı-lacivertliler. Fenerbahçe’nin İlk golünde Tadic’in Dzeko’ya verdiği pas ve Dzeko’nun yer değiştirerek aldığı top ile asisti, devamında Osayi’nin golü yapışı, hücumun antrenmanlarda da çalışılmış bir varyasyon olduğunun bariz göstergesiydi.
Dzeko çok hırslıydı, her yerde vardı. Koştu, mücadele etti, asist yaptı, pozisyona girdi. Gün Dzeko’nun günüydü. Ferdi de ondan aşağı kalmadı oynadığı oyunla. Szymanski ise kaleci Erce ile karşı karşıya kaldığı pozisyonlarda o golleri nasıl kaçırdığını kimseye anlatamaz. Güzel bir gol atmasına rağmen hala hayalleri süsleyen Cengiz yok sahada.
Ankaragücü’ne karşı elenme hadisesinin üzerine ilaç gibi geldi Fenerbahçe’ye bu galibiyet. Hatayspor acılı Fenerbahçe’yi adeta tedavi etti. İsmail Kartal’ın takımı lige kazasız, belasız devam ediyor. Fred’in dönmesi de ayrıca önemli bir gelişmedir. Sıra İrfan Can’da… Eksik oyuncuları tamamlanınca Fenerbahçe yine tutulmaz olacaktır.
Maçta tartışılacak pozisyon da yaşanmadı, Atilla Karaoğlan’ın hakem şansı da çoktu."
Argun Darici,4,2024,Kriz yönetimi yok!,"Fenerbahçe için olmak ya da olmamak maçıydı. Ancak sahadaki Fenerbahçeli oyuncuların hali pek öyle gözükmüyordu. Sakin sakin oynadılar. Normal bir hırs ve mücadele vardı sarı-lacivertlilerde. Her iki takım da pozisyon yakaladı. Dzeko birçok garanti gol pozisyonunu harcadı. Fred ise müthiş bir şutla doksandan kalenin ağlarını alarak golü yaptı. Olympiakos maçında kendisini dışarı alan İsmail hocayı bu golle tekzip etti.
Sivasspor S.O.S. veren Fenerbahçe savunmasını hallaç pamuğu gibi attı. Ev sahibi oyuncularun üç, dört şutunu kaleci Livakovic kritik atlayışlarla kurtarsa da Koita’nın golüne ise engel olamadı.
Maalesef İsmail hocanın kriz yönetimi yok. Ayrıca belli ki kafası da çok karışık, mental yorgunluğu üst seviyede. Yetersiz bakiye gibi bir surat ifadesi var. Sonuçta Fenerbahçe’nin Türkiye Kupası, Konferans Ligi ve ligdeki bu kayıplarının tek adresi, yetersiz olduğunu düşündüğüm İsmail Kartal’dan başkası değil.
TFF’nin kıvrak zekası ile tam zamanında getirdiği yabancı VAR’lar ile hakem, kumpas meselesi de aut olunca İsmail hocanın hali nice oldu! Yabancı VAR’ın her dediği doğru mu? Ekrana yabancı VAR tarafından çağırılan her hakem misafirperverlik yapıp doğru yazılış demeden yabancı VAR’ı kırmıyorlar, her dediklerini yapıyorlar."
Argun Darici,4,2024,Tercihler ve sonuçlar!,"Havası ağırdı maçın! Fenerbahçe bir farklı mağlup olduğu karşılaşmanın rövanşına hırslı çıktı. Oyuncuların mücadele gücünün yüksek olmasına rağmen futbol oynama, gol pozisyonu bulma kabiliyetleri düşüktü. 11. dakikada golü ilk yarının yıldızı İrfan Can attı. Golden sonra nedense Fenerbahçe iyice dağınık oynadı, çok da top kaybetti. Pres yapmak istedi o da olmadı.
Fred, Osayi, Dzeko, Ferdi, Becao başta olmak üzere bütün oyuncular iyi niyetle çabaladılar tur gelsin diye. Futbolda dün yoktur ama İsmail Kartal hocanın ilk maçtaki oyuncu seçimindeki hataları olmasa Fenerbahçe kendi sahasında dans eder, turu rahat alırdı ama maalesef böyle olmadı. Oyunun gidişatı İsmail hocaya da kenarda dokuz doğurturdu. Bence yine oyuncu seçiminde hata yapmıştı. Batshuayi’yi oyuna anca 72. dakikada alması büyük handikaptı. Özellikle kupa maçlarının golcüsüne sakatlıktan çıkmasına rağmen daha çok süre vermeliydi. Seyirci bile Batshuayi’yi kurtarıcı gibi gördüğünü belli ediyor tavırlarıyla.
İsmail hoca idrak edebildi derken, takımına gol, goller gerekirken Dzeko’yu çıkarması, tek santrfor ile oynamaya inat etmesi de anlamsızdı. İsmail hoca mental olarak yorgun, formsuz kesin olarak.
İsmail Kartal hocanın tercihleri 120 dakikada yarı finali getirmeyince, Olympiakos penaltılarda turu kapıp gitti."
Argun Darici,4,2024,Yabancıda boncuk VAR!,"VAR odasından sonra yakında yeşil sahaya da gelir yabancı hakem...! TFF sanırım politik vaziyet aldı. Yabancı hakem işi uzun sürerse çok kokar biline! İlk hafta yabancı VAR’lar için iyiydi. Yediler, içtiler, aldılar cukkayı gittiler. Ya kötü hakemlik yapsaydı bir tanesi? TFF acaba ‘O hakemi istemiyorum’ diyebilecek miydi? Derse ait olduğu ülke ne diyecekti? TFF yabancı VAR’ları son anda açıklıyormuş. Bildim bileli önceden öğrenir ya da bilirler hangi hakemin maçlarına geleceğini bizim takımların yöneticileri. Bence yabancı hakemleri de bilirler önceden. Ceplerini, bavullarını doldururlar derilerle. Hediyeleşmek imandandır!
Yabancı hakem diye şeyinde boncuk mu bulacağız! Her karalarını doğru mu kabul edeceğiz! Yunanistan’da yabancı hakemler cirit atıyor. Ancak Fatih Terim hoca maçtan sonra Danimarkalı hakem için “Böyle hakem gelecekse hiç gelmesin” demiştir. Bundesliga’da takımlar hakemlerinden çok şikayetçiler. Hırvatistan ligine o beğenilmeyen Alman hakemler gidiyor, Hırvatlar da memnun değiller. İki sene önce Avusturya ile İsviçre hakem değişmesi yapıyorlardı.  Ancak Avusturya, İsviçreli hakemlerinden memnun kalmadı ve anlaşmayı sonlandırdı.
Yabancı hakem konusunda hiçbir ülke iyi sonuç alamamış ama biz alırız! Bizde her şeyi çok bilen yabancı sevici ulemalar var ya! Kına yaksınlar acilen..."
Argun Darici,4,2024,Yabancı VAR karizmayı çizdi!,"İlk yarıda Livakovic iki bariz kurtarış yaptı, bir gol yedi. Karagümrük kalecisi sadece bir top çıkardı. Fenerbahçe ilk şutu anca 31. dakikada Fred ile çekebildi. İlk yarıda çok dağınıktı Fenerbahçe. İkinci ve üçüncü bölgede çok top kaybetti. Pres yapmak istedi onu da beceremedi. İkinci yarıya Dzeko’nun yanına Batshuayi’yi alarak başladı İsmail Kartal, çok da doğru yaptı.
Batshuayi’nin başlattığı atakta Fred’in güzel pasını yorgun Dzeko çok güzel şutla gole çevirdi. İkinci yarıda, ilk yarıya göre çok başka bir Fenerbahçe vardı. Koşan, tempo yapan, baskı yapan, hırsla oynayan oyuncuları görünce taraftar da coştukça coştu. Fenerbahçe şampiyonluğa oynuyorsa, mücadeleyi sahada göstermesi gerekir. Zira Livakovic her maçta böyle muhteşem oynayamayabilir!
Portekizli VAR ilk penaltıyı haklı olarak verdirdi, ikincini de haklı olarak iptal ettirdi hakeme. Yabancı VAR hakemi, Tugay Kaan Numanoğlu’nun bütün karizmasını çizdi! Ancak bu hafta sadece üç maçta yabancı VAR’a görev verilmesi, haksızlığa neden oldu gibi geldi bana. Daha önceki yerli VAR’ların ‘ofsaytımsıları’, ‘beklentiye göre’, ‘hissiyata göre’ kararları nedeniyle alınan, kaybedilen puanlar ne olacak dedirtir insanlara!"
Argun Darici,4,2024,Değişikliklerle tura tutundu,"İsmail Kartal takımın hocası, tabii ki oyuncuları ile antrenmanlarda beraber ve kimin oynayacağın için son karar kendisinde. Ama görünen köy de kılavuz istemez derler. Fenerbahçe’nin bu saatten sonra oynayacağı her maç önemli ve bu yüzden maça göre oyuncu seçimi olmamalı. Bu önemli maça da uzun süredir oynamayan Becao ve formsuz Çağlar ile başlayınca ilk iki golü bu iki stoperin hatalarından yedi.
Teknik heyet takımı sahaya çıkarırken Olympiakos’u hiç izlememiş ve ciddiye almamış belli ki. Ayrıca illa Oosterwolde’yi oynatmak için Ferdi’yi kenarda tutmakla, İsmail dururken Krunic ile oyuna başlamakla, Fred yerine Zajc ile orta sahayı kontrol etmeye çalışmakla İsmail Hoca ne planladı merak ediyorum. Ne zaman oyuncu değişikleri oldu o andan sonra Fenerbahçe kendine geldi.
Süper Lig alışkanlıklarından olsa gerek İrfan Can, Dzeko, Oosterwolde hakemle gereksiz konuşup, takımın ve kendilerinin sinir katsayısını  arttırıyor.
İsmail Hoca bu maçı Olympiakos’a hediye etmiş gibi olsa da Fenerbahçe’nin yine de iddiasının devam ettiği Avrupa yollarında ve  Süper Lig’de rahatlıkla başarılı sona doğru ilerleyeceğinden şüphe edilemez."
Argun Darici,4,2024,Temiz MHK ve hakemler gerek,"Fenerbahçe, Süper Kupa maçına 19 yaş altı takımla çıktı, maçı oynatmadı. Böyle bir çözüm buldu, kendince istediğini de aldı. Amaç TFF başkanını ve MHK’yı yok etmekse, temmuzda seçimli kongre kararını da aldırttı Mehmet Büyükekşi’ye.
Uzunca bir süredir Sayın Ali Koç’un söylediği üç unsur var. Birincisi ‘Ben başkanken Fenerbahçe’yi şampiyon yapmazlar’. İkincisi, ‘Bizi şampiyon yapmazlar’. Üçüncüsü de ‘Bizden başka her kesime karşı savaşıyoruz’. Bunların hangisi diye sormak gerekiyor Sayın Ali Koç’a? Çünkü üç unsurun da cevabı farklıdır bence. Hal böyle olunca Sayın Ali Koç’un hedefinde kim var, ne var pek anlaşılamadı. Ama kesin bir şey var ki Fenerbahçe takımı öyle ya da böyle sebeplerden yıllarca şampiyon olamamıştır. Otobüsü kurşunlanmış ve faili bulunamamıştır. Fetö davası hakemlerden temizlendi, hatta resmi olarak bulaşma da bulunamadı dendi ama hala bir Fetö algısı da sürüyor.
Sayın Ali Koç’un daha doyurucu açıklamalar yapması gerekiyor bence. Süper Kupa’yı, Türkiye Kupası maçlarını restlemek nereye kadar uygulanacak! Hangi sonuç alınınca bu restler sona erecek. Ancak benim bildiğim ve tecrübeme göre ancak MHK’da daha önce hiç göreve gelmemiş temiz isimlerle ve hakemlerde köklü değişikliklerle umutla beklenen farklı sonuçlar gelebilir."
Argun Darici,4,2024,Ustalar sonucu belirledi,"Fenerbahçeli oyuncular bariz stresliydi. Buna rağmen fena da oynamadılar. Klasik rakip alanda baskılı, oyun kurmasının önlemeye çalışan oyununu oynadı. İlk yarıda Szymanski ve Dzeko’nun şutları direkte patladı. Yine Szymanski ve İrfan Can’nın şutları az farkla auta gitti. Kornerden gelen topta ise Mert Müldür’ün kafa asistini Djiku gole çevirdi. Duran top belli ki antrenmanlarda çalışılmış pozisyondu.
Fenerbahçe’nin rakip ceza sahasına girme sayısı ile gol pozisyonu sayısı ters orantılıydı. İsmail Hoca kesin ilgilenmeli bu durum ile. Bir de bunun üstüne kaleci İrfan Can’ın daha önceki takımı Göztepe’den beri süre gelen ciddiyetsizliği nüksedip, ayağındaki topu bariz bir şekilde rakibine verince golü de hediye etti Balotelli’ye. Adana Demirspor ilk yarıda akıllı ve soğukkanlı oynayarak Fenerbahçe ile baş etti.
51. dakikada İrfan Can’ın akıllıca kullandığı taçtan aldığı topla rakip savunmadan sıyrılarak golü atan gol Dzeko ‘Tam bir sanatçı santrfor’ dedirtti. Arda Güler’e nazire yapan Tadic’in, kalecinin kalesini boşalttığı anda orta alandan attığı gol de tam bir usta işiydi. Fenerbahçe yediği ikinci gole rağmen sonradan oyuna giren Serdar durmadı ve dördüncü golü de yaptı. Şampiyonluk yolunda yılmadan yoluna devam eden Fenerbahçe usta oyuncuları ile bu maçı da kazasız atlattı."
Argun Darici,5,2024,Harcanan sezon!,"İsmail Kartal, İstanbulspor’a karşı Dzeko, Serdar Dursun ve hatta King’le üç santrfor olarak çıktı; Gol gereken maçlarda ısrarla tek santrforda ısrar etmesinden sonra, ‘şimdi mi akıllara geldi?’ dedirtti...  Berabere biten Sivasspor maçı şampiyonluğun kaçmasında mazeret kabul edilemez. O maça gelene kadar kendi sahasında tamamen teknik direktör basiretsizliği nedeniyle bozuk para gibi kaybedilen puanların acısını çekti Fenerbahçe. Kaybedilen lig şampiyonluğu, Avrupa’dan ah vah ile silinmek, Türkiye Kupası’ndan elenmek tamamen İsmail Kartal’ın eseridir. Bunlara Süper Kupa’daki kaos da eklenince sezon kupasız kapatılmış oldu!
Galatasaray’ı deplasmanda, 10 kişi kalmasına ve hakeme rağmen yenen bir Fenerbahçe için şampiyonluğun, kupaların kaptırılmasının asla açıklaması olamaz. Çok puan toplamak, çok gol atmak birinci olamadığınız sürece başarı değildir. Bu sezon gösterdi ki İsmail Kartal’ın takımını değişik kulvarlarda başarıya götürecek psikolojisi, yeteneği eksik.
Tüm bunlara Başkan Ali Koç’un takımın patronu olduğunu unutup zamanında soyunma odalarına inmemesi, İsmail Kartal’ı rapta zapta alamaması da eklenince böyle sıfır çekilen bir sezon maalesef kaçınılmaz oldu. Şampiyon Galatasaray’ı da tebrik ediyorum."
