Yazar,Ay,Sene,Baslik,Cumle
Fatih Soylemezoglu,4,2024,Şaşırdık mı?,"Yıllardır milyonlarca Euro harcayıp yeni kadrolar oluşturuyor, şampiyonluk nidalarıyla yola çıkıyor, sonra erkenden başları öne düşüp eve dönüyorlar.
Bu film aynı ‘Ferhunde Hanımlar’ dizisi gibi yıllarca sürüp gidecek gibi. Buradaki kritik ifade ‘yeni kadrolar’. Takım sporlarında ‘takım olabilmek’ diye bir kavram var ama bizim spor adamlarımızın bunun gerekleri ile ilgili en ufak bir fikirleri yok.
Takım olabilmeyi, yemek takımı düzmek gibi algılıyorlar! Borç para bulur bulmaz, Avrupa’da kim artık tercih edilmiyorsa milyonlarca dolar savurup ‘Şampiyon kadro kurduk’ diye dolaşıyorlar. Fener’i de aynı, Galatasaray’ı da, geri kalanı da... Her gün yeni transferle başarı ararken kulüpler batmış, umurlarında değil.
Fener elendi diye karalar bağlanıyor. Herkes kafasını kuma gömmüş, karnından konuşuyor. Keşke taraftarlarınızın da sabrına sığınarak, takımın yerli iskeletini oluşturmak için, orta vadeli planlama ile yola çıkabilseydiniz. Maalesef taraftarlar bile ‘küçük yerin büyük takımı’ olma peşinde. Kimse “Biz büyük ülkenin en büyük kulübüyüz, bizim layık olduğumuz yer Şampiyonlar Ligi” demiyor. “Çoğu rakibin adını bile ilk kez duyduğumuz bir kupada olmak, bizim için en büyük başarısızlık” diyemiyor!
Sayın Ali Koç... Fenerbahçe için maddi-manevi yaptıklarınız tartışma konusu bile olamaz. Ancak başarı, başka dinamikleri içinde barındıran bir kavram. Maalesef olmadı, olmuyor. Olmayacak gibi de gözüküyor. Öyle ya, hayatın içinde bu var. Her günü başarılarla dolu bir hayat, ancak hikaye kitaplarında oluyor. Dolayısıyla sorumluluğu alarak, aşkla bağlı olduğunuz kulübün önünü açmak için artık gereğini yapmak size yakışır!"
Fatih Soylemezoglu,5,2024,Adı sanı derbi,"Adı ’dünya derbisi, ‘sanı’ soytarılık... Eğer bunlar sporcuysa ben de şimendiferim! Güya profesyoneller ama hemen hepsi sahaya tiyatral bir fedailik için çıkmış. Hiç birisinin derdi adam gibi futbol oynamak değil. Bütün amaçları birbirlerinin ayağına basarak sakatlamak, ya da temas olmadan hakemi kandırmak için kendilerini yere atmak; pozisyon icabı olmadan alınan saçma sapan sarı kartlar vs...
Eksilen rakibinin kafasına yabancı madde atarak ceza almak için çırpınan akıllı(!) seyirci, sahada etkilerinin ilk düdük ile başladığını bilmeyen(!), ya da kullanmaya cesaret edemeyen bir hakem ve bunları düzeltmeye çalışmak yerine ölü taklidi ile sezonu bitirmeye çalışan bir federasyon... İdare-i maslahatçılar!
Kazanmaktan başka alternatifi olmayan bir takımın mental olarak bu kadar hazırlıksız sahaya çıkmasının bir sorumlusu olmalı. Sahada Mert Hakan adında  bir adam düşünün ki ‘Truva Atı’ olsa ancak kendi takımını bu kadar sabote edebilir! Ama suç onda mı? Tabii ki hayır.
Maçı yönetmesi gereken hakem Halil Umut Meler televizyondan izliyor. Nedeni enteresan; Avrupa Şampiyonası’na gidecek en iyi hakemimizi bazı şehir eşkıyası kılıklı adamlar ikinci kez sahada darp etmesin diye evde oturtup koruyoruz(!).
Sahadaki hakem atmosferi yönetecek bir oyun planına sahip değil. En zor şey atmosferi yönetmektir. Bunun yolu dirayetli olmaktan geçer. Nitekim 10 dakika içerisinde olanla olmayan birbirine karıştı ve ucuz bir 2. sarı kart ile olmayan denge de yerle bir oldu. 2. yarıda Galatasaray beraberliğe yatayım derken çok daha iyi oynayan eksik Fenerbahçe 3 puanı aldı gitti.  "
Fatih Soylemezoglu,5,2024,Son düdük çalmadan...,"Gözlerin Kadıköy’de kulakların Atatürk Olimpiyat Stadı'nda olduğu maç santra öncesi İsmail Kartal’ın motivasyon şovu ile başladı. Her ne kadar Kayseri’nin deplasmanda kapanmadan oynadığı hücum futbolu maçı güzelleştirse de Fenerbahçe’nin kaptığı her top kalelerine gol tehlikesi olarak döndü. Nitekim 18'de Batshuayi affetmedi.
Golden sonra Kayseri’nin defans anlayışında bir değişiklik olmayınca Fenerbahçe her gelişinde kaliteli ayakları ile tehlike yaratmaya devam ederken, 2. golü Djiku ile buldu. İsmail Kartal’ın sezon boyu inat edip Djiku’yu gerçek performansını sergileyebileceği savunmanın önüne çekmemesi, bugün ise mecburiyetten burada oynatması aslında inadının Fener'e nelere mal olduğunu göstermesi açısından önemliydi!
2. yarıda aşağı yukarı ilk yarının bir kopyası gibi geçerken, hakem Tonusluoğlu oyuna sadece gerekli yerlerde müdahale ederek iyi bir performans sergiledi. Bu tip hakemlerin en büyük eksiği vücut dili. Arabaya kaç beygir motor takarsan tak, dış görünüş göz alıcı değilse rağbet görmez. Dolayısı ile Direnç Tonusluoğlu özelinde genç hakemlere tavsiyem vücut dili ve iletişim ile ilgili profesyonel yardım almaları.
Sonlara doğru Galatasaray maçından gelen beraberlik haberi Fenerbahçe’yi yeniden umutlandırırken, 90. dakikada gelen Galatasaray’ın 3. gol haberi adeta sezonun bittiğini gösteriyordu. Ligde sezon boyu yaşanan birçok sıkıntıya rağmen son yılların en heyecanlı yarışına dönen şampiyonluk yarışının son haftalara, hatta son dakikalara taşınması her şeye rağmen keyif verdi.
Umarım federasyon başkanından başlamak üzere, kulüp başkan ve yönetimleri de dahil olmak üzere herkes şapkasını önüne koyarak gereğini yapar!"
Fatih Soylemezoglu,8,2024,Fenerbahçe mutlu,"Her iki takımın sahadaki haline bakınca inanın insan futboldan soğuyor! Eminim ki taraftarlar heyecanlanıyordur, eğleniyordur; bazen kızıp bazen seviniyorlardır. Taraftarlık da böyle birşey zaten. Bu arada bolca bize de sinirleniyorlardır, eminim. Ancak bu pencereden bakınca yapılan yatırımların karşısında sahada olanlar, belki fanatikler hariç, kimseyi tatmin etmiyor.
İlk yarı Alanyaspor sanki Fenerbahçe erkenden maçı garantilese de gitsek der gibi, kendi ceza sahası civarında ipa sapa gelmez hatalar yaptı. Fenerbahçe’ye gelince, onlar da ‘Şimdi misafire ayıp olmasın, başlar başlamaz 3-4 gol atılmaz’ diyerek, büyük bir misafirperverlik göstererek karşılık verdiler!
İkinci yarı geride olan Alanya hücumda çoğalarak özellikle sağ taraftan getirdiği topları badminton topuna vurur gibi vurmasa, belki de 2-3 farkla öne geçecekti ama olmadı. Mourinho’nun oyuncu değişiklikleri sonrası adeta Alanya’nın kafası karıştı ve organize olana kadar 2 gol daha yediler.
Takımların lig performansına bakınca, zaten kağıt üzerinde olması gereken sonuç buydu. Her iki takımın ekonomisine bakıp Fenerbahçe’nin başında dünya devi Mourinho’nun olduğunu ve yıldızlar topluluğu futbolcu grubunu düşününce, sezon öncesi zayıf takımlarla antrenman maçı görüntüsü ile bu sezon gol rekoru kırabilirler. Ancak sporseverleri tatmin etmediklerini bilmelerini isterim.
Merak ediyorum, harcanan bu büyük bütçelere rağmen Avrupa’nın 1 numaralı kupasına giremeyen Fener’i, Galatasaray’ı spor kamuoyu ne zaman sorgulayacak?"
Fatih Soylemezoglu,8,2024,Özerk federasyon seçimleri,"Paris Olimpiyatları sonrası artık bıçağın kemiğe dayandığı konusunda hiçbir şüphe kalmadı. Genç nüfus potansiyelinin bu kadar kötü kullanılıp heba edildiği, hatta yaz olimpiyatları ile birlikte selasının okunduğu; Spor Bakanımız Sayın Osman Aşkın Bak’ın “Federasyonlardan hesap soracağız” sözleriyle, lisanı münasiple dile getirildi.
Görünen o ki, Türk spor teşkilatının yönetimsel yapısında yeniden bir revizyona ihtiyacı artık zorunlu hale gelmiştir. 1992 yılında futbol tam özerk, 2004 yılında ise diğer tüm federasyonlar yarı özerk bir yapıya kavuştuğunda, GSGM’nin hantal yapılanmasından
kurtularak belirgin bir rahatlama ve gelişme göstermişti. Çünkü özerk yönetimlerin temel amacı; hizmetlerin kaliteli, ucuz, verimli ve hızlı bir şekilde yapılmasıdır. Bunların yanında özerklik ile birlikte ihtiyaçlar doğrultusunda donanımlı ve konusunda uzman personel istihdamı da önemli bir gelişmeydi.
Ancak zaman içinde özerklikle birlikte federasyon bütçelerinin güçlenmeye başlanması, siyasi kadrolar içindeki aç gözlülerin iştahını kabartarak, bu pastadan pay alabilmek için özerklik amacından saptırıldı. Federasyonlar tamamen siyasi erkin arka bahçesi haline getirilerek, federasyon başkanları ve yönetimleri donanımlı spor adamları yerine, parti teşkilatlarında görevli siyasilerle doldurulup özerkliğin altına adeta dinamit konuldu.
Seçimlerde oy kullanan delegelerin neredeyse yüzde 90’ı oy kullandığı spor branşına ait bir geçmişe sahip olmadığı gibi, ilgili branşın topunun renginden bile haberdar olmayan insanlardan oluşmaya başladı. Bu anlamda durum o kadar vahim ki, sanki şehir hastanesi yapıp doktor kadrosuna muhasebeci atanması gibi! Dolayısıyla sonuç hiç de şaşırtıcı olmadı.
Eğer bir sportif başarı beklentimiz varsa, ki öyle olduğunu düşünüyorum; bugünü milat kabul ederek özerk federasyon seçimlerinde
oy kullanacak delegelere ilgili branşta yetkin olduklarına dair birtakım kriterler getirerek, özerk kurumların idari bağımsızlığının önü açılmalı. Bu yapıldığı takdirde elde edilecek başarılar sonucu Spor Bakanımızın cadı avına çıkmasına gerek kalmayacağı gibi, ülke olarak bayrağımızın en üstte dalgalanmasından hep birlikte onur duyarız!"
Fatih Soylemezoglu,8,2024,"Paris sonrası, Los Angeles öncesi","Bir olimpiyatı daha iyisiyle kötüsüyle geride bıraktık, şimdi önümüze bakacağız! Haklı olarak “Bu söylemden bıktık artık” dediğinizi duyar gibiyim. Birkaç bireysel yeteneğimiz ve madalyaya çok yaklaşanlar dışında yaşananlar hep aynı. Ne var ki her konuda olduğu gibi sporda da herkes bize imreniyor. Karayip Denizi’ndeki Saint Lucia adlı ada ülkesi bile aldığı 1 altın ve 1 gümüş ile sıralamada 55’inci olarak önümüzde yer alma hadsizliğini (!) gösteriyor. Biz hiç altın alamadan 64’üncü tamamladık, hatırlatayım!
Paris ile ilgili en çok aklımda kalan şey, kafilemizin kıyafetlerinin tartışılması. Keşke kıyafet serbest bırakılsaydı da sporcularımızın performanslarını konuşabilseydik. Şimdi 2028 Los Angeles hedefimiz var. Hani futbol maç sonu röportaj retoriği vardır ya: “Önümüzdeki maçlara bakacağız!” Bakalım bakmasına da aynı şeyleri tekrar ederek nasıl farklı sonuç alacağız?
4 yılda bir olimpiyatlar sonrası federasyonlarda seçim yapılmak zorunda. Federasyonlardan nemalanmaktan başka derdi olmayanlar, siyasileri seçimlere çekmek için şu an hummalı bir kulis faaliyeti içinde. Yani aynı şeyleri tekrar ederek, liyakat sahibi insanları dışarıda bırakan bir yapı ile Los Angeles’a seyahat hazırlıkları bugünden başladı! Kimsenin federasyonları liyakat sahibi insanlara teslim etme gibi bir niyeti yok.
TMOK NEREDE?
Madem olimpiyatlar dünyadaki en büyük spor organizasyonu, niçin bizim komitemiz bu anlamda adım atmıyor? TMOK Başkanı Sayın Uğur Erdener’in
Paris dönüşü herhangi bir durum değerlendirmesine ya da 2028 Los Angeles için bugünkü hataların yapılmaması anlamında bir çalışma/yönlendirme içerisinde olduğunu duydunuz mu?
Mecazi anlamda sporun ‘Anayasa Mahkemesi’ konumundaki TMOK’nin bu dibe vurmuşluk karşısında, en azından devletteki farkındalığı artıracak söylem ve eylemleri başlatması gerekmiyor mu? Türk sporunun en köklü paydaşlarından birisi ve Türk sporunun gelişimi için çalışan üst düzey kurumdan beklentimiz; sporun siyasi atraksiyonlarla değil, devlet politikası ve sürdürülebilir planlamalarla ilerlemesi gerekliliği... Bunun altını çizmenin tam zamanı değil mi, Sayın Erdener?"
Fatih Soylemezoglu,8,2024,Sabır,"Göztepe'nin tam saha baskı ile başladığı maçta Fenerbahçe topla daha fazla oynayarak oyunu kontrol ederken, rakibin hızlı ayakları hücumda çoğalarak maçın kolay geçmeyeceği sinyalini verdi.
Öyle ki, 30’da VAR’ın doğru uyarısı ile iptal edilen Göztepe golü öncesi, adeta bir basketbol takımı süratinde Fener kalesi önüne gelmişlerdi. Fenerbahçe ise iki uzun ile hücumu düşündüğü için sürekli oyunu ceza sahasına yıkmaya çalıştı. Maç bu tempoda devam ederken 45+’da Fenerin penaltıdan kazandığı gol sonrası adeta tuzla buz olan Göztepe daha neye uğradığını anlamadan 2.golü de yiyerek içeri gitti.
Doğal olarak 2. yarıya Göztepe risk alarak başladı ve golü de buldu. 74’de oyundan alınan Saint-Maximin rakibin ayağına bastığı pozisyonda sarı kart görerek ucuz kurtuldu. Özellikle son 15 dakikada Göztepe’nin baskısı o kadar arttı ki, gol adeta geliyorum dedi. Umudunu hiç kaybetmeyen Göztepe 96’da beraberliği yakalayarak adeta hayata döndü.
Her şey bir tarafa Fenerbahçe başkanı Ali Koç’un saha içerisin de uğradığı kabul edilemez saldırı sonrası benim için müsabaka bitti. Her olaydan sonra bakalım daha neler yaşayacağız derken öyle şeyler oluyor ki, bir öncekini solda sıfır bırakıyor. Bu sezon çok erken başladılar, Allah sonumuzu hayır etsin!"
Fatih Soylemezoglu,8,2024,Yeni başlangıç,"Her başlangıç beraberinde yeni heyecanlar getirecektir. Sezonun nelere gebe olacağını haftalar ilerledikçe hep birlikte göreceğiz. Maçın en güzel tarafı henüz 15 yaşındaki Deniz Eren’in ilk 11’de başlamasıydı. Umarım fut bolumuz uzun yıllar Türk sporuna katkı verecek bir “sporcu” kazanır.
Sporcu demişken... Henüz ilk dakikada bariz faul yapıp sonrasında hiçbir şey yapmamış gibi hakeme itiraz eden İrfan Can gibi, ya da bir çok maçta gördüğümüz temas dahi olmadan kurşun yemiş gibi kendini yere atan oyuncular, umarım Eren gibi pırıl pırıl gençleri daha fazla zehirlemez.
Fenerbahçe güçlü kadrosu ile ilk yarı rakibine üstünlük sağlayarak golü buldu. Ancak, oynadığı futbolla beklentilerin uzağında kaldı. Henüz ilk maç. Salı günü kendileri için hayati önem taşıyan bir Avrupa maçı oynayacaklar. Tüm bunların yanında yeni teknik adamın felsefesini takıma oturtması için de ciddi bir zamana ihtiyaç olduğunu unutmamız lazım.
Konusunda dünya devi olan Mourinho özellikle ilk yarıda kenardan Türk hakemlerine mesaj vermeye çalıştı. Bakalım bu mesaj yerini mi bulacak, geri mi tepecek hep birlikte göreceğiz!
İkinci yarıda oynanan futbol tam anlamıyla herkesi uyuttu. Umarım bu futbol her iki takım için de ilk ve son olur ve taraftarlarına bir an önce güzel futbol izletirler.
İlk yarıda Oosterwolde’nin rakibin ayak bileğine kırmızı kartlık basmasını herkes gördü, VAR’ı yoğu 6 hakem göremedi! Umarım Hacıosmanoğlu da görmemiştir."
Fatih Soylemezoglu,8,2024,Uçtu uçtu Kara Kartal uçtu,"BİR şaman atasözü der ki; ''Ders sen öğrenene kadar devam eder'' O nedenle hafızalarımızı tazelemek için önce “dün dersi” ile başlayalım. 
Bir önceki finali 100. yıl nedeniyle Samsun’da mı oynatalım, Ankara’da mı derken birdenbire güya para için (!) Suudi Arabistan’da oynatmaya karar verdik. Malum cümbür cemaat kalkıp uçaklara doluşarak kutsal topraklara gittik. Ama olmadı, oynatamadık! Ama yılmadık da bu sefer kutsanmış şehir olan Urfa’da Hz. İbrahim tam devasa ateşe düşerken nasıl ateş suya, odunlar da balığa dönüştüyse bizim bahtı kilitlenmiş “Süper Kupa’nın da” kilidi açılır diye bütün ekip kalkıp Urfa’ya gittik ama yine olmadı! Tarih seni affetmeyecek Büyükekşi…
Neyse sonunda tamı tamına 736 gündür oynatamadığımız “Süper Kupa” finalini nihayet Fatih’in İstanbul’unda oynatabilmeyi başardık. Maça gelecek olursak, henüz santra ile birlikte bireysel hatadan golü yiyen Galatasaray oturmuş kadrosu ile rakibine göre topa daha çok sahip olsa da bitirme noktalarında yok oldu gitti. Beşiktaş ise yeni teknik direktör ve iyi transferlerle bu sezon kolay lokma olmayacağını gösterdi.  2. yarıya da erken gol ile başlayan Beşiktaş rahatlarken, ileride Batshuayi’nin topları bu kadar ezmesine sabreden Okan Buruk’a ben TV karşısında sabredemedim. Kendisine önerim 5 gol yedikten sonra hakemle uğraşma ucuzluğu hiç yakışmıyor.
Net bir skorla kupayı alan Beşiktaş ise sezona moralli başlarken geçen seneyi unutturacağı izlemini verdi."
Fatih Soylemezoglu,8,2024,"Olimpiyat, basketbol ve Güney Sudan","Olimpiyatlar başlamadan 1 hafta önce birisi bize Güney Sudan’ın hazırlık maçında ABD önünde ilk yarıyı 14 sayı farkla bitirdi deseydi, güler geçerdik. Ama haber doğruydu. Neticede LeBron’lu yıldızlar topluluğu ABD’ye 1 sayı ile kaybetmesine rağmen tüm dikkatleri üzerlerine çekmeyi başarmıştı. DOĞU Afrika’da 12 milyon nüfusu, ekonomik zorlukları ve hala tam anlamıyla oturtamadıkları bağımsızlık mücadelesi içerisin deki bir ülkenin çocuklarının bu başarısı, gerçekten şapka çıkarılacak nitelikteydi. 2011’de bağımsızlığını ilan eden ülke hala etnik iç savaş, kıtlık, ekonomik kriz ve salgın hastalıklarla mücadele ederken uluslararası yardımlarla ayakta kalmaya çalışıyor.
Hal böyleyken içlerinden çıkan eski NBA oyuncusu, Dinka kabilesi mensubu eski bir çoban olan ve adına şarkı yazılan (Block The Ball) Manute Bol’un da NBA’den kazandığı paralarla ülkesindeki iç savaşı önleme çabaları, şapka çıkarılacak cinsten.
Bu fotoğrafa bakınca biz niçin olimpiyatları basketbol branşında evden izliyoruz da onlar Paris’te sahada mücadele ediyorlar diye sormaktan kendimi alamıyorum. ÖTE yandan Paris’te mücadele eden takımların gücüne bakınca “İyi ki gitmemişiz” demekten de kendimi alamıyorum. Eğer bugün orada olsak, hazırlık döneminde fark yedikten sonra turnuvalar dan çekilen takımımızı olimpiyatlardan çekemeyeceğimize göre, telafisi mümkün olmayan ağır hasarlar alabilirdik.
Her işte bir hayır var derler ya!
Sayın Hacıosmanoğlu sakın üzülmesin. Kendisine olimpiyatlar nedeniyle ara verdiğimiz ilgimiz, kısa bir süre sonra yeniden canlanacak!
Türk spor tarihinde ‘hakem alıkoymak/hürriyetini  kısıtlamak’ gibi bir şöhret ile sabıka kaydı bulanan ve günümüzde kabilelerin etkin olduğu Güney Sudan’da bile olmayacak şekilde federasyon başkanı seçilen Hacıosmanoğlu’nun MHK seminerindeki hakemlere karşı yaptığı ipe sapa gelmez konuşmaları, bize sezonun ne kadar renkli geçeceği hususunda işaretler veriyor. HERKES layık olduğu şekilde yönetilmeye devam ediyor!
İtalyan boksör Angela Carini’nin protesto amaçlı 46.saniyede sahadan çekilmesi ile alevlenen tartışmanın nasıl sonuçlanacağını merakla bekliyoruz.
Geçtiğimiz yıl yüksek testosteren seviyesi sebebi ile dünya şampiyonasından diskalifiye edilen Cezayirli boksörün olimpiyata kabul edilmesi, spor dünyasını ikiye böldü. Kimsenin cinsel eğilimleri ile ilgilenme memize rağmen spor organi zasyonlarının sahadaki müca deleyi eşit şartlarda başlatma gibi bir zorunluluğu olduğunu unutmamız gerek. Bir tarafın haklarını korurken, diğer tarafı dezavantajlı duruma düşürmek bu ölçekteki organizasyonlara yakışmamakta.
Çözüm, problemin içerisinde gizli gibi durmakta. Yani biyolojik farklılıkların yaratacağı avantaj/dezavantaj bilimsel yöntemlerle belirlenerek her iki tarafın hakları korunmalı"
Fatih Soylemezoglu,9,2024,Yol uzun,"Maça tam saha baskı ve yüksek bir enerji ile başlayan Union SG, ilk 15 dakikada 3 gol pozisyonu yakalayınca “Ne oluyoruz” dedik. Yaş ortalaması 24.5 olan rakibin mücadele gücünü görünce, yabancı maçları izlerken farkına vardığımız hızın bizim ligimizde neden olmadığını, niçin bizim lig maçlarının ağır çekim gibi oynandığını daha iyi anladım.
Fenerbahçe derbi sonrası yara sarmak için farklı bir kadro ile oynarken Çağlar ile bulduğu golle rakibe “Ben buradayım” dedi. İlk 20 dakikayı atlattıktan sonra oyunda biraz dengeyi sağladı. Ancak Union her şeye rağmen adeta bir piranha gibi saldırmaya devam etti.
İlk yarı yediği baskıdan bunalan Fenerbahçe, ikinci yarıda ayağa paslarla, topla daha fazla oynayarak, görüntüyü bozmaya çalıştı. Rakibin bitmek bilmeyen enerjisi, 65’te Mourinho’yu değişikliğe zorladı. Tadic ile Osayi-Samuel oyuna girdi.
74’te gelen kırmızı kartla eksilen rakibin direnci kırılırken, oyundan çıkmadan önce son serbest atış şansını da kullanamayan Cengiz’e artık Fenerbahçe’nin ayırdığı sürenin sonuna gelindiğini düşünüyorum. 2-0 ile rahatlayan ama hala arayış içinde bulunan Fenerbahçe’nin önünde kat etmesi gereken uzun bir yol olduğu açık. Umarım bu süreç daha fazla uzamaz. 90 artıda Livakovic’in kurtardığı penaltı sonrası kutlamalardan zihnen dönemeyen Fenerbahçe’nin yediği gol, umarım ileride başlarına iş açmaz.
Maçı otoriter bir vücut dili ve iki tarafa da standart davranışlarla, aldatmalara taviz vermeden yöneten hakem Benoit Bastien’i izleyen genç hakemlerimiz, umarım gerekli dersleri almıştır"
Fatih Soylemezoglu,9,2024,Cambaz Mourinho,"Kadıköy'deki ağır derbi mağlubiyeti Fenerbahçe’de ister istemez ‘yine mi?’ ve ‘Mourinho’la da mı?’ tedirginliklerinin yeşermesine neden oldu. Taraftar açısından ‘yönetim istifa’ kolaycılığı anlaşılabilir ancak bu durumu düzeltmek de yine sessizliğini koruyan yönetime düşmekte. Bu anlamda maçtan sonra Mourinho’nun eften püften sebeplerle basın toplantısına katılmayarak ipteki cambazı göstermesi ya da Ali Koç’un yerine Acun Ilıcalı’nın basının karşı sına çıkması doğru olmadı.
Galibiyetlerden sonra başarıyı sahiplenenlerin mağlubiyetten sonra da başarısızlığı olgunlukla karşılayıp camialarını rahatlatacak eylem ve söylemler içerisinde olmaları profesyonelliktir. Bunları yapmadığınız takdirde birileri sizin adınıza yaparak kaotik bir atmosfer oluştururlar ki bundan zararlı çıkacak yine Fenerbahçe olur. İletişim ve algı yönetiminin kriz anlarında amatörce göz ardı edilmesi(!) maalesef bizlere özgü bir davranış biçimi olmaya devam ediyor.
Galatasaray'a gelince, Dursun Özbek’in yerinde olsam derbiyi kazanan takıma kendi cebimden ekstra prim verirdim. Çünkü kulüpte henüz ne olduğu tam olarak anlaşılamayan, ancak yönetimi sıkıntıya sokacağı kesin gibi gözüken bir takım vahim iddialar bu maç sayesinde ikinci plana atıldı. Erken form tutan futbolcuların uzun sezon içerisinde yönetimin yanlış/eksiklerini ne kadar gölgeleyebileceğini hep birlikte izleyeceğiz."
Fatih Soylemezoglu,9,2024,Psikolojik üstünlük bitiyor mu?,"Her iki takımın da çok sayıda top kaybı yaparak başladığı maçta Fenerbahçe sol kanattan başlattığı ataklarla tehlike yaratırken, 18. dakikadan sonra ayağa paslarla rakibi üzerine çekerek çıkan Galatasaray jeneriklik bir gol buldu.
Hemen ardından Fenerbahçe’nin tehlikeli atakları devam ederken, 8 dakika sonra gelen 2.gol Kadıköy’de adeta şok etkisi yaptı. 2 fark sonrası Galatasaray moral üstünlüğü de ele geçirerek oyununu rakibine kabul ettirdi.
Maç başlamadan tartışması başlayan hakem Atilla Karaoğlan tüm beklentileri boşa çıkararak(!) ilk devreyi oldukça iyi yönetti.  Özellikle her iki takım yedek kulübesine çıkarttığı kartlar diğer hakemlere ders olacak nitelikteydi. Çünkü oralardan yapılan hakaretleri üç maymunu oynayarak görmeyen, duymayan hakemler önce kendi onurlarını sonra da, hakemlik kurumunun onurunu ayaklar altına almaya devam ediyor.
İkinci yarıda aynı ilk yarıda olduğu gibi soldan topla tüfekle gelen Fenerbahçe, hızlı çıkan Galatasaray’ın bulduğu 3. gol ile buz keserken tartışmalı bir pozisyon sonrası bulduğu penaltı golü ile umutlansa da orta sahası hiçbir varlık gösteremediği için doldur boşalt atakları ile zaman geçirerek Kadıköy’de ezeli rakibine bir kez daha puanları bıraktı. Hakem Karaoğlan, tartışmalı penaltı dışında zor maçın 2.yarısını da iyi yöneterek tebriği hak etti.
Fenerbahçe'de 6. hafta sonrası derbi mağlubiyeti ile artık Mourinho’nun daha yüksek sesle tartışılmaya başlayacağı açık. Polemik ustası Mourinho’nun bu mağlubiyet sonrası “cambaza bak” demeden yorum yapmasını beklerken, en son oynadıkları Fenerbahçe maçı sonrası sosyal medyaya düşen Okan Buruk’un küfürlü eğlence görüntülerini kendisine hatırlatarak, en azından bu sefer  rakibine aynı terbiyesizliği yapmaması gerektiğini hatırlatırım."
Fatih Soylemezoglu,10,2024,Bir türlü olmuyor,"Her iki takımın birbirini kontrol ederek başladığı maçta 25 yaş ortalaması ile Twente daha çok koşan; Fenerbahçe ise 29 yaş ortalaması ve tecrübesi ile, saha paylaşımını iyi yaparak, enerjisini daha efektif kullanan bir takım görüntüsü ile başladı.
12. dakikada Oosterwolde’nin rakibin ayağına acımasızca basması sarı kartla cezalandırıldı. Ancak bu tip cinliklerle yeteneklerini sergilemeye çalışan oyuncuların olmadık zamanda takımını yalnız bırakıp, telafisi mümkün olmayan zararlar açması içten bile değil. Bunu bir kenara not edelim!
13 ve 14. dakikalarda Fenerbahçe’nin peş peşe yakaladığı pozisyonları atamaması sonrası, rakibi de kendi yarı sahasında maçı kabul edeyim derken, fazlaca kaleye yaslanması, maalesef Twente’ye golü kazandırdı. 31. dakikada Livakovic’in muhteşem kurtarışı maçın hareketiydi. İrfan Can’ı ilk yarıda kullanamayan Fenerbahçe hücumda istenilen düzeye bir türlü erişemedi.
İlk devre mükemmel bir maç yöneten hakemin adil yönetimi, otoriter vücut dili, kararları ve iletişim becerisi dikkat çekiydi. 2. yarı bir futbol klasiği olan, önde olan takımın biraz geri çekilip kontrataklarla gol araması, güçlü ama geride olan takımın ise doldur boşaltları ile geçerken Amrabat’ın jeneriklik asisti beraberliği getirdi.
Yaptığı yatırımın karşılığını alamayan başkan, yönetici ve antrenörlere önerim: ""Ne olur biraz susun da sahada mücadele veren sporcularınız konuşulsun."" Konuşulsun ki kendilerini değerli hissedip özgüvenleri yükselsin, motivasyonları artsın ve enerjileri yükselsin. Peki, siz ne mi yapacaksınız? Gidin egonuzu başka mecralarda mıncıklayın!
Son olarak... 2. yarıyı da mükemmel yöneten hakemden umarım bir gün bizde de olur!"
