Yazar,Ay,Sene,Baslik,Cumle
Yasin Yildirim,3,2025,Gözüne perde inmiş,"Sonda yazacağımızı başta yazalım. Okan Buruk yerine takımın başında herhangi biri olsaydı bu maçı Galatasaray kaybetmezdi. Haftalardır sallanan, ite kaka giden sarı-kırmızılılar dün akşam yıkıldı. Yaptığı yanlışları görmeyip gözüne perde inen Buruk herhalde artık rüyadan uyanmıştır.
Bu takım oynamıyor!
Okan Buruk üçlü savunma oynayacağım diye Frankowski gibi bir kanat bek alıyor, sonra dönüyor dörtlüye. Doğal olarak oyuncu bu sistem için fazla ağır ve ciddi hatalar yapıyor. Dün de takımı yakıyor. Tabi burada verilen kırmızı da tartışılır ama konumuz şimdilik bu değil. Ole Gunnar Solskjaer forvetsiz, hareketli bir ön alan ile çıkıyor sahaya. Yani kontra kovalayacak, açık arayacak. Ole, Immobile’den vazgeçiyor, isme göre forma vermiyor. Galatasaray’ın orta alanı sağlam tutması gerekirken Okan Buruk, Morata-Osimhen ikilisi ile fanteziye kaçıyor. İkinci bölgeden üçüncü bölgeye geçişi yapacak, bağlantı kuracak oyuncu lazım sana. O isim de Mertens ya da önde oynayacak Sara. Üstelik Morata tek bir olumlu hareket yapmadan 90 dakikayı tamamlıyor. Okan Buruk’un oyuncu tercihlerinden ve oyun planından daha kötü bir şey varsa yaptığı facia değişikliklerdi. Her hamlesiyle sınıfta kaldı.
Beşiktaş ne yaptı? Orta alanı boş bırakan bir Galatasaray bulunca akın akın geldi rakibinin üzerine. Galatasaray zaten bireysel hata konusunda uzman. Sana o fırsatları fazlasıyla verdi ve bu şekilde iki golle de maçı kazandı. Daha dikkatli olsalar fazlasını da atabilirlerdi. Tek bir Rafa Silva, Beşiktaş’a yetti.
Şişir Osimhen’e, o bir şeyler yapar taktiği dün herhalde son bulmuştur. O da Buruk’u dün akşam sırtından indirdi. Buruk ya fabrika ayarlarına dönecek ya da şampiyonluğu hediye edecek"
Yasin Yildirim,3,2025,İyi ki aceleci davranmışlar,"TFF eski Başkanı Mehmet Büyükekşi, Kuntz’la yollar ayrıldıktan sonra sürpriz bir kararla Vincenzo Montella’yı A Milli Takım’ın başına getirmiş ve 27 Eylül 2023’te 3 yıllık sözleşme imzalamıştı. Bu futbol kamuoyu için sürpriz bir imzaydı. Türk futbolu, pek de parlak bir teknik direktörlük geçmişi olmayan İtalyan hocaya emanetti. Biraz da acele edilmişti. Bunun sebebi A Milli Takım koltuğu için aportta bekle yen kurt hocaların, kulis çalışmalarına ve siyasi baskı süreçlerine çoktan başlamış olmasıydı. O günkü TFF, Fatih Terim ya da Şenol Güneş gibi isimlerin kendi isimlerini ezeceğini biliyordu. Eski düzenin önünü kesmek için ‘Ya tutarsa’ diye çıkılmıştı yola açıkçası. İtalyan hoca sürekli başarılı olmalıydı zira en ufak bir sallantıda, onu aşağı çekmek için bekleyenler vardı. Montella önce tarihimizde başaramadığımız bir şeyi yaparak grup lideri olarak takımımızı EURO 2024’e taşıdı. Portekiz yenilgisi sonrasında yükselen sesleri, takımı çeyrek finale çıkararak kesti. Merih Demiral krizi ve hakem hataları olmasaydı yarı final de çok uzak değildi. Şimdi de A Ligi’ndeyiz. Montella’nın takımı, Türkiye’nin takımı oldu. Sempatik, gülen, birbirine sarılan, arkadaşının arkasını kollayan, sonuna kadar savaşan, kaybettiğinde ağlayan… Herkes koşturarak Riva’ya gider oldu. Ne primi konuşan var ne otobüsün arka koltuğunda kulis yapan. Kafasındaki oyun planından hiç taviz vermedi. ‘Forvetsiz oynuyor’ diyenlere inat farklı skorlar alarak yoluna devam etti. Genç ve karizmatik bir teknik adam olarak genç jenerasyonla iyi anlaştı. Kendi takımlarında yüzüne bakılmayan pek çok isimle harikalar yarattı. Kerem’i, Orkun’u, Hakan’ı, Arda’yı Milli Takım’da başka seviyeye çıkardı. Son olarak da Oğuz Aydın’ı direkt 11’e attı. Onun şu kısa sürede yaptıklarını anlı şanlı Türk hocalarımızdan birisi yapsaydı, 5 yıllık yeni sözleşmeyi çoktan imzalamıştı. Planı, stratejisi ve çabası olan Montella’ya saygı duymamız gerekiyor. Türk teknik direktörlerin de dönüp, aynaya bakması.
4K yayınlar, 5G teknolojiler havada uçuşurken, sporculara takılan kameralarla TV başındaki bizler sahanın içinde koştururken, Macaristan maçı bizi 1970’lere götürdü. Tek kameradan, tekrarsız, yarım dakika geriden izledik maçımızı. Yurt dışı yayınlarda reklam panolarında yasa dışı bahis reklamlarının dönmesi suç, kabul. Gol sevinçlerinde ve tekrarlarda gördük ki arkadaki reklamlarda yasa dışı olan hiçbir şey yok. Peki, biz bu eziyeti niye çektik? TFF iletişimcileri ne iş yapar? Bunlar maç öncesi toplantılarda konuşulması gereken konular değil mi? Madem yayın geriden geliyor ve tekrarlarda suç unsuru yok. O zaman biz neden bu görüntüleri izleyemedik? Kendi rejin üzerinden bunları vermek bu kadar mı zordu?
İrfan Can Kahveci, “Bu takımda çok iyi bir ortam var, hepimiz dostuz” diyor. Uğurcan Çakır, “En iyi arkadaşım Fenerbahçeli İrfan Can” diyor. Fenerbahçeli Galatasaraylıya, Trabzonlu’ya koşuyor. Böylesine bir aile ortamı da başarıya getiriyor. O zaman Fenerbahçe-Galatasaray maçlarında neden futbolcular el bile sıkışmadan seremoniyi terk ediyor? Futbolcuları bu açıklamaları yapmak zorunda bırakmak bile utanç verici bir durum. Türk futbolunda hakemden önce yönetici, kravatlı adamlar sorunu var. Onların çirkinleştirdiği bir futbol ikliminde debelenip duruyoruz."
Yasin Yildirim,3,2025,Mourinho bizi kandırıyor," 
Türkiye’de Galatasaray ve Fenerbahçe arasındaki öyle bir kayıkçı kavgası izliyoruz ki Avrupa maçları bize gerçekleri acı şekilde gösteriyor. İşte futbolumuz bu! Sadece ağzımız çalışıyor. Konuştuğumuzun onda birini sahada gösterebilsek neler yapacağız da olmuyor işte.
Glasgow Rangers maçı bize Jose Mourinho’nun iflasını bir kez daha gösterdi. Hayat geçmişle yaşanmıyor. Portekizli yine bir büyük, bir kritik maçta yok. Olmadığı gibi dokunuşu da yok. Yaptığı her hamle geri tepti yaptığı her değişiklik takımı geriye götürdü. Süper Lig’de Anadolu takımlarına karşı teknik direktörlüğe gerek kalmıyor. Taraftar ve camia tam havaya girmişken, Süper Lig’i unutup Avrupa’da final hayalleri kurarken Jose bize buralarda lazım. Ama onun da gündemi kalabalık: Sirk, orman, yapı, maymun, yabancı hakem, dış basın vs… Kısacası Mourinho bizi kandırıyor.
Üçlü başla, hatanı anlayınca dörtlüye dön. Faturayı genç Yusuf’a kes. Maçın en kötüsü Tadic’e 90 dakika sabret. Kurtarıcı olarak da yüzüne bakmadığın Saint Maximin ve İrfan Can Kahveci’yi oyuna sür. Mütevazı Glasgow seni iki pasta perme perişan etsin. Cerny-Dessert ikilisi bütün defolarını yüzüne vursun. Tek pasta defans hattın kumdan kale gibi dağılsın. Sen de sadece kornerden ve doldur boşalttan medet um. Tüm ikili mücadeleleri kaybettik, dönen hiçbir topu alamadık. Bu mu Mourinho futbolu? Bize başka şeyler anlat Jose."
Yasin Yildirim,4,2025,Buruk senin suyunu sıktı,"Bu sonuç Jose Mourinho’nun iflası. Portekizli efsane mazide kalmış. Bunu daha önceki derbilerde de yazmıştım. Üçüncü kez Galatasaray’la oynuyorsunuz ve rakibinizin önünde bu kadar aciz durumlara düşüyorsunuz. Eğer Galatasaraylı futbolcular cömertçe pozisyonları harcamasaydı tarihi bir fark olması işten bile değildi. İlk yarının skoru 0-4 olabilirdi. Jose Mourinho bugün hâlâ Fenerbahçe’nin hocasıyla tarihi farkı kaçıran Galatasaraylı futbolculara teşekkür etmeli. Sürekli bahaneler, polemikler, saçma sapan hareketler. Jose sahada yok, saha dışında var. Maç bitiminde Okan Buruk’un burnunu sıkarak da artık yaptıklarına tüy dikti. Buruk taktiksel olarak ve hamleleriyle senin suyunu sahada sıktı. Sen iş işten geçtikten sonra burnunu sıksan ne yazar.
Galatasaray’ın üç gün önce Beşiktaş deplasmanında fiziksel ve zihinsel olarak dibe battığı bir ortamda Okan Buruk kibri bırakıp, dersler çıkarmış. Beşiktaş derbisindeki fantezi yerine gerçeklere dönüşle yine bir Kadıköy derbisini kusursuza yakın bir planla işledi. Fenerbahçe’nin üçlü savunmasını Osimhen-Barış ikilisi ile darmadağın etti. Burada Çağlar Söyüncü’nün felaket futbolunun etkisi de büyüktü. Barış, Çağlar’ı sırtına aldı aldı taşıdı. Ama o da zor olanı yapıp kolayları yapamadı. Net üç gol pozisyonunu harcayarak gerilimin tavan yapmasına neden oldu.
Fenerbahçe tanınmaz haldeydi. Nedir bu üçlü savunma aşkı. İçeriye şansla 2-1 giren bir Fenerbahçe ikinci yarıda da nasıl olur da oyuna ortak olamaz. Galatasaray’a ayak uyduramadı. Orta alanı verdi, dönen topları verdi, ikili mücadeleleri kaybetti. Uzatma anlarında Galatasaray 10 kişiyle Fenerbahçe yarı sahasında hücuma çıkıyorsa diyecek tek söz var: Galatasaray, Fenerbahçe’den daha iyi takım ve hak ederek kazandı."
Yasin Yildirim,1,2024,Gereksiz panik,"Neredeyse tüm oyuncuları formda, rüzgarı arkasına almış bir Fenerbahçe. Maça da iştahlı bir başlangıç. Fred’in rakip savunmayı kıran uzun topu, Szymanski’nin Tadic’e bırakışı, onun da birinci sınıf tek pasında İrfan Can’ı bitirişi. Şiir gibi bir gol. Oyun kontrolünü eline alan ancak gaz pedalına da yüklenmeyen bir Fenerbahçe. Buna rağmen Dzeko’nun kaçırdığı iki net fırsat. Bosnalı ilk yarıda dikkatli olsaydı, maç bu noktaya gelmezdi. 
Markus Gisdol’ün gelişinden sonra bambaşka bir kimliğe büründü Samsunspor. Alman teknik adam oyunu kafasında iyi oynamış. Oyuncular da hiç panik yapmadı, özellikle ikinci yarıda dengeyi ciddi şekilde kurdu. Alim-Satka ve Bennasser’li geri üçlü sağlam durdu. Kısa süre önce Taylan’ın şutunu harika çıkaran Livakovic, 62’de Emre Kılınç’ın frikiğinde acemice bir gol yedi. 
Bu gol yenmezdi. Bir anlık hata, pahalıya mal oldu. Ama asıl sürprizi İsmail Kartal yaptı. Maçın bitmesine 20 dakika varken bir anda Fenerbahçe’nin sahadaki en önemli hücum üçlüsünü kenara aldı. Tamam elinde formda bir yedek kulübesi var ama gol lazımken golcü çıkması, üstüne Tadic ve İrfan gibi iki hat kıran, pas arası yapan oyuncunun da kenara gelmesi fazla cüretkardı. Oyun aklından bireyselliğe geçiş doğal olarak yerini gereksiz paniğe ve doldur boşalta bıraktı. Topu alan bir şeyler yapmaya çalıştı. İsmail Kartal’ın ezbere değişiklik yerine sistemsel değişikliğe gitmesi daha doğru olurdu. Dzeko ve Batshuayi bal gibi de birlikte oynardı. 
Fenerbahçe bu sezon hep makul yerlerde puan kayıpları yaşamıştı ilk kez sürpriz iki puan bıraktı. Üstelik rakibi Trabzon gibi bir deplasmana çıkarken."
Yasin Yildirim,1,2024,Enis yetti,"Trabzonspor bu sezon gerçekçi hedef olarak belirlediği Türkiye Kupası’nda son 16 biletini fazla zorlanmadan cebine koydu. Bakasetas, Abdülkadir, Trezeguet, Pepe, Onuachu...
Say say bitmeyen önemli eksiklerine rağmen yoluna devam etmeye çalışıyor bordo-mavililer. Abdullah Avcı’nın da doğal olarak fazla rotasyon şansı kalmıyordu. Manisa FK, TFF 1. Lig’de iddiası olmayan, lige tutunmaya çalışan bir ekip. Trabzonspor’un en büyük şansı da buydu. Ege temsilcisi rakibini hiç zorlayamadı. Böyle bir Trabzon’u bulmuşken en azından maça biraz daha ortak olmaları gerekirdi.
Trabzonspor önde baskıyla başladığı maçta golü de erken buldu. Hızlı pas trafiğinde topu Enis Destan’dan alan Fountas uzaktan çok şık bir vuruşla takımını öne geçirdi. Bu golden sadece 8 dakika sonra Korenica’nın frikik golü geldi.
Kosovalı futbolcunun vuruşu güzeldi ama Uğurcan Çakır kalitesindeki bir ismin o golü bence yememesi gerekirdi. İlk golde asisti yapan Enis Destan, bu kez Bardhi’nin korner vuruşunda şık bir kafa vuruşuyla tabelayı değiştirdi. Bu tarz vuruşları Fatih Tekke çok iyi yapardı, bana biraz onu anımsattı.
İkinci yarıda da Vişça’nın pasındaki tek vuruşla skoru belirledi ve gecenin yıldızı oldu. Altınordu fabrikasının Türk futboluna sunduğu Enis, fizik olarak biraz daha kendisini yukarı çekebilirse A Milli Takım için de önemli bir alternatif olur.
Henüz 21 yaşında ve önünde uzun yıllar var. Onuachu’nun yokluğu onun için büyük şans. Fazladan alacağı her dakikayı çok iyi değerlendirmeli. Türk futbolunun Enis gibi gençlere hem Euro 2024 hem de Euro 2032 için fazlasıyla ihtiyacı var."
Yasin Yildirim,1,2024,Bu nasıl Trabzon?,"TRABZONSPOR ilk hücumunda golü buldu hem de kronometre henüz 1 dakika 35. saniyeyi gösterirken. Visca’nın ortasında kaleciden seken topu Bardhi, Fountas’ın önüne bıraktı o da sol çaprazdan çok klas bir vuruşla ağlara gönderdi.
BU dakikadan sonra bitiş düdüğü olan 90+8. dakikaya kadar tek taraflı bir maç izledik. Trabzonspor savunan, Antalyaspor ise sürekli atak yapıp gol arayan taraftı. Evet bordo-mavili takımda Bakasetas, Abdülkadir, Pepe, Trezeguet ve Onuchu gibi çok önemli eksikler var. Bu 5 oyuncu Trabzonspor’un sezon boyu tüm hücum yükünü çeken isimler ama karşınızda da Real Madrid yok.
SERGEN Yalçın topa az temas ister, çabuk oyunu sever. Antalyaspor da bunu yapmaya çalıştı, topu sürekli kanatlara taşıdı, ciddi tehlikeler yarattı. İlk yarıda direk, Uğurcan ve uçarak çizgiye gelen Benkovic olmasaydı maç başka bir yere evrilirdi. İkinci yarıda gol geliyorum demişti, önce direk ardından Safuri’nin ortasında Jehezkel’in kafası 68’de skoru eşitledi. Normal şartlar altında skor 1-1’e gelince bizim alışkın olduğumuz Trabzonspor ne yapar? Gol arar. Ama Abdullah Avcı’nın takımı öyle yapmadı, yine rakibi savunmaya çalıştı. Bu nasıl Trabzon? İkinci yarıda 0 şutla maçı tamamlayan ve sadece iki kez rakip ceza sahasında topla buluşan Trabzonspor için bu 1 puan şükür sebebi olur."
Yasin Yildirim,1,2024,Derslik gol,"Türkiye'deki en temel sorunlardan biri Türk teknik direktörlerin yetersizliği ve vizyonsuzluğu. Sağ beki Ali Turap, sol beki Kazımcan olan çeyrek porsiyonluk Galatasaray’a karşı 5’li savunma ile çıkıyor mesela sahaya Bülent Uygun.
Önünde de 4’lü bir blok. Oynamaya niyeti olsa kazanacak Sivas ama bunun farkında olan cesur bir teknik direktörü yok. Sonuç ilk yarı 10 kişi savunma yapmanın karşılığında 2 direkten dönen top ve yenen bir gol.
Gol demişken ders niteliğindeydi. Kulüpleri yönetenler için zeminler kimin umurunda? İşte bir futbolcu menajerine verdiğin para kadar uğraşmadığın o zemin, ilk yarının sonunda sana golü yediriyor. Orası burası kalkmış, Kerem Demirbay’ın şutunda sekiyor olmayacak yerde kaleciyi yanıltıyor ve ağlarına gidiyor.
Keşke zemini bozuk olan takımlar her maç böyle goller yese. Galatasaray’ın elinde ne oynayacak ne de hamle yapacak kimse yok. Abdülkerim-Nelsson çabalayacak, Torreira sağa sola koşacak, Mertens de aklını kullanacak. O kadar. Zaha kıpırdamıyor, Kerem ve Halil sanki silah zoruyla sahada.
Kerem Demirbay iyi derken o da penaltı yaptırıyor. Şartlar böyle olunca da tek barutluk atımı oluyor Galatasaray’ın. Onlar da kaçınca iş şansa kalıyor. Şans da yanınızda olmayınca son dakikalarda alakasız bir top penaltı oluveriyor.
Biraz da hakemi konuş diyenler olabilir. Ortada hakem yok ki konuşalım!"
Yasin Yildirim,1,2024,Abdülcardi,"Dörtlü savunma, üçlü orta saha ve hücum hattı ilk kez birlikte oynuyor. Boey, Torreira, İcardi, Sanchez ve Ziyech gibi takımın yükünü çeken yıldızları da yok. Böyle olunca Galatasaray’ın tüm dengesi bozulmuş. Yedek kulübesinin yaş ortalaması 20.
Okan Buruk’un tek hamle oyuncusu Tete. 6 yerli oyuncuyla kurabiliyor ilk 11’i. Konyaspor da benzer şartlarda. Kalecisi ve en golcü oyuncusu kadro dışı. 18’lik Deniz kariyerinin ilk Süper Lig maçında kalede.
Bu sahada Galatasaray’ı yenen son hoca Hakan Keleş, yine aynı taktikle oynuyor. Takımı kompakt şekilde hareketli, ortayı iyi kapatıyor ve Galatasaray’ın hücum hattıyla temaslı oyunu tercih ediyor.
Galatasaray böyle bir takımı aşmak istiyorsa ya topu hızlandırmalı ya da oyuncuları hareketli olmalı ama bunların hiçbirini yapamıyor Galatasaray. İlk yarıda yakalanan birkaç atakta da genç Deniz başarılı oluyor.
Galatasaray'da oyun ciddiyeti bozulmayan bana göre iki oyuncu var: Biri Abdülkerim diğeri Kaan Ayhan. Abdülkerim baktı İcardi olmayınca kimsenin gol atmaya niyeti yok, çıktı hücuma müthiş bir vole ile duvarı yıktı. Fazlasıyla hak etmişti. Yetmedi ikinciyi de attı.
Ndombele'de umut yok, vakit kaybı. Halil de haliyle fizik olarak geriye gitmiş.  Bu şartlarda 3-0’lık galibiyet 3 puandan fazlası."
Yasin Yildirim,1,2024,"Atakan atladı, Trabzon attı","SALDIRI olayının ardından sessizliğe bürünmüş, ruhu da kaybolmuş Eryaman’ın. Kötü anılar eşliğinde maç yönetmek de maç oynamak da maç izlemek de zor geliyor.
PAS oyunu karakterindeki iki takım, benzer anlayıştaki iki hoca. Abdullah Avcı ve Emre Belözoğlu birbirini çok iyi tanıyor. Böyle olunca da kadro olarak daha iyi olan yani Trabzonspor istediklerini daha iyi yapıyor ilk yarıda.
ÖZELLİKLE Eren-Fountas kanadını kullanarak, soldan etkili gelen Trabzonspor bu ikiliyle gole yaklaştı.
PASLA çıkarken kaptırılan top başa beladır. 30. dakikada Ankaragücü hücuma çıkarken kaptırdığı topun bedelini ağır ödedi. Atakan kendini atmak yerine ayakta kalmaya çalışsa takımına golü yedirmeyecekti ama o alışkanlık haline getirdiği şeyi yaptı. Fountas’ın çevirdiği topta Bakasetas’ın şutu Visca’nın önünde kalınca, Boşnak yıldız sert şutuyla takımını öne geçirdi.
İKİNCİ yarıda çok fazla gömülen, rakibe çok fazla topla oynama şansı veren Trabzonspor vardı. Buna rağmen Ankaragücü bir-iki cılız pozisyon dışında Fırtına’yı zorlayamadı. Kısacası yalandan kurulan baskı sonuç vermedi. Trabzon ise kontra çıkışlar yapamadı. Bunda üretkenlikten uzak orta sahanın etkisi ve iki tarafın da fazla risk olmak istememesi etkiliydi. Oyunu zaman zaman riskler taşısa da Trabzonspor her şeye rağmen ayakta kaldı ve istediğini aldı.
KEYİFSİZ, oyun kalitesi düşük, pozisyon fakiri maçı yakaladığı şansı daha iyi kullanan konuk ekip kazandı."
Yasin Yildirim,1,2024,Liyakatsizliğin sonu,"RİYAD’DA yaşanan Süper Kupa fiyaskosunun nedenini anlamak için filmi biraz geriye sarmak şart.
MEHMET Büyükekşi, tarihin en zayıf yönetim kurulu ile Türk futbolunun büyük sorunlarını çözmek için tek aday olarak girdiği seçimde 335 oyun sadece 169’unu aldı. Daha o gün kabul görmediğini futbol ailesi ona belli etmişti.
BÜYÜKEKŞİ kimseye güvenmeyen bir yapıya sahip. O yüzden gelir gelmez TFF’nin kurumsal hafızası olan 100’e yakın çalışanla yolları ayırdı. Ardından hiçbiri futbolun içinden gelmeyen likayatsiz kişiler alakasız görevlere atandı. “Sadece 2 genel sekreter yardımcısı olacak. Bir tanesi futboldan, diğeri idari işlerden sorumlu olacak” dedi ve hepsi futbolun içinden gelen 7 genel sekreter yardımcısının görevine ya son verdi ya da titrini değiştirdi.
EREN Yeşilyurt gibi tartışmalı bir isim Genel Sekreter Yardımcısı olarak atandı. Üç ay önce TFF’ye zeytinyağı satmaya çalışan Yasemin Erdemir Güzeloğlu, TFF Kaynak Geliştirme ve Pazarlama Direktörü oldu. Futbolun F’sinden anlamayan, “Türkiye Kupası ne?” diyen Medine Arslan, Kurumsal İletişim Direktörü oldu.
GAZETECİLİK kökenli önemli iletişimcilerle yıllardır sağlanan sağlıklı iletişim ortamı bozuldu, dışarıdan iki PR ajansı ile anlaşıldı. Ajanslardan birine aylık 160 bin TL artı masraflar, diğerine 270 bin TL artı masraflar olmak üzere 500 bin TL’yi aşkın ödeme yapılıyor. Peki bu ajanslar ne yapıyor? İşin sadece etiket kısmı ile ilgilenip fatura kesiyor. Riyad seyahatinde harcama bütçesi 700 bin dolardı. Bu fazlasıyla aşıldı. Alakasız tipler, influencerlar da kafileye dahil edildi.
SÜPER Kupa’da bağıra bağıra gelen krize TFF’nin sürekli etiketle uğraşan idari ekibi ve PR’cıları “Nasıl olsa son dakikada hallederiz” diyerek bakınca, bomba kucaklarında patladı. Liyakatsizliğin sonu tarihi hüsranla bitti."
Yasin Yildirim,2,2024,Crespo neden gitti?,"Fenerbahçe Kadıköy’de bu kadar defansif bir orta saha ile mücadele edemez. Çok da formda olmayan İsmail Yüksek’le birlikte Milan’dan formsuz gelen Rade Krunic’i birlikte oynatmak ben bu takıma el freni çekiyorum demekti. Öyle de oldu. Ne defansif ne de ofansif anlamda ortada yok Krunic. Pas dağıtmıyor, takımı öne taşımıyor. O zaman bunları çok daha iyi yapan Crespo neden gitti? Krunic’i izledikten sonra Crespo’ya yazık olmuş.
Kasımpaşa ön alan baskısıyla Fenerbahçe’nin kolay çıkmaması için uğraş verdi. Çağlar’la birlikte takım boyu uzayan sarı-lacivertliler kısır orta saha ve hiç işlemeyen sağ kanatla birlikte ilk yarıda sezonun belki de en kötü futbolunu ortaya koydu. Bir Fred’in olmaması Fenerbahçe’yi bu kadar geri götüremez. Üstelik inanılmaz top kaybıyla oynayan bir Kasımpaşa rakipken. Cengiz de Fenerbahçe adına kayıplardaydı. Onun kanadından hiç gelemedi sarı-lacivertliler.
İkinci yarıda haliyle İsmail Kartal’ın gerekli değişiklikleri yapmasını beklerken, o aynı kadro ile sahada mücadele etme inadını sürdürdü. Rize maçında vurduğu neşteri bu kez vuramadı. Golü yemeyi bekledi ısrarla İsmail hoca. Kasımpaşa’nın golü de kornerden geldi. Büyük takımların bu kadar kolay kornerden gol yemeye de hakkı yok ayrıca. Mert Hakan’ın şahane golü takımı ateşleyemedi. Saman alevi gibi... Kurtarıcı olarak Serdar Dursun’a sarılmak da İsmail Kartal’ın artık kontrolü kaybetmeye başlamasının bir göstergesi. Üstüne bir de Batshuayi girdi iş tam olarak doldur boşalta dönüştü.
Fenerbahçe'nin oyun ve kenar yönetimi olarak kaybettiği gecede imdada 90+6’da VAR yetişti. Bu görüntüden penaltı çıkarmak özel bir çaba isterdi. Salı günü neler konuşuldu dinleyip göreceğiz."
Yasin Yildirim,2,2024,Alperen izlese Barış'ı kıskanır,"Barış Alper Yılmaz, ezber bozmaya devam ediyor. Bu çocuğun yapacaklarını  hesap etmek mümkün değil. Sağ kanatta başladı, karşısında Lima vardı. Çağdaş Atan onu sola atınca, Buruk da Kerem ve Barış’ın yerini değiştirdi.
Muslera’nın uzun topunda Ba’nın da hatasında dezavantajlı olmasına rağmen Lima’yı sırtına al, NBA’deki yıldızımız Alperen Şengün gibi önce sağa sonra sola çekip zorluk derecesi yüksek bir pozisyonda harika bir gol attı. Yetmedi Mertens’in golünde de araya giren isimdi, çalımlarını attı darbeyi de aldı.
Kendisini bıraksa penaltı alacaktı verdiği pas Mertens’in müthiş golünün hazırlayıcısı oldu. Eğer Galatasaray şampiyon olacaksa burada Barış Alper Yılmaz’a ayrılacak sayfa epey uzun olacak. Bu arada maçı da sağ bek olarak bitirdi!
İlk yarıda oyunu domine eden, Başakşehir’e nefes aldırmayan ve sistemini kusursuz şekilde sahaya yansıtan bir Galatasaray vardı. Davinson’un kusursuz oyunu, Mertens’in oyun zekası ve Barış Alper’in ezber bozan performansıyla zor geçmesi gereken maç kolaya döndü. Daha büyük fark da olabilirdi.
Sağ bek gelmedi Kaan Ayhan orada. Nelsson sakatlanıyor stopere geçiyor.  Buruk’un en büyük şansı elinde 2-3 görev adamının olması. İcardi’nin varlığı yetmiyor onu beslemek de gerekiyor.
İkinci yarıda Zaha ve Tete sahada kaldıkları sürece sadece gezmekle yetiniyor. Sözün özü görev adamları Galatasaray’ı taşımaya devam ediyor."
Yasin Yildirim,2,2024,Çöldeki vaha gibi,"Kadro ve oyuncu performansı olarak bu kadar kötü durumdaki bir Beşiktaş ve Trabzonspor’un maçını bu güne kadar izlememiştik herhalde. Ama Semih Kılıçsoy çöldeki vaha gibi çıktı bir anda.
İlk gol deki vuruşu birinci sınıftı. İkinci golünde ise en iyi zamanındaki Aguero’dan esintiler sundu. Topu alışı, üç kişi ile boğuşup ayakta kalması, son rasındaki klas bitirişi ile tribünleri ayağa kaldırdı. Henüz 18 yaşında olmasına rağmen böylesine bir patlayıcı güce sahip olması inanılmaz.
Euro 2024’te Türkiye’nin Avrupa futbol piyasasında taşları yerinden oynatacak bir oyuncusu var, orası kesin. Her kriz yeni bir fırsat doğurur. Aboubakar’ın kadro dışı kalması Semih gibi bir yıldızın doğmasına neden oldu. Zaten bizde planlı-programlı iş olmaz. Genelde şansa kalır. Serdar Topraktepe’yi de unutmamak lazım.
Beşiktaş ve Trabzonspor’un bu kadroları ile rekabetçi bir yarış içerisinde olmaları mümkün değil. Özellikle defans kurguları facia. Futbol iyi futbolcularla oynanır. Teknik direktör kalitesi de performansı yukarı çeker.
Trabzonspor maça daha iyi başlasa da bu bir yere kadar idare etti. Semih’in golünden önce hakem ve VAR’ın çok büyük bir hataya imza attığını da söylemek lazım. Trabzonspor lehine penaltı çıkabilecekken dönen topta gol oldu.
Sonuç olarak grogi durumdaki iki boksörün mücadelesi gibiydi. Beşiktaş ayakta kaldı, Trabzonspor yıldızları saydı."
